symbol,detected_at,signal_type,rank,total_score,score_slope,score_volume,score_rsi,score_hold,score_deviation,score_macd,score_weekly,entry_price,exit_price,return_pct,holding_days,rsi_value,volume_ratio,deviation_pct
8572.T,2025-12-24,GC,A,93,20,0,15,25,10,8,15,489.7,494.4,0.9598,4,65.82,0.76,4.83
3612.T,2025-12-25,GC,B,60,20,-15,15,25,10,-10,15,1540,1547.5,0.487,3,60.27,0.38,6.67
6433.T,2025-12-24,GC,B,78,20,10,15,25,-15,8,15,943,945,0.2121,4,62.98,1.33,66.86
7361.T,2025-12-23,GC,C,45,20,0,-15,25,10,-10,15,1290,1359,5.3488,5,43.75,0.74,6.22
8007.T,2025-12-30,GC,A,93,10,10,15,25,10,8,15,862,868,0.6961,5,61.39,1.31,3.59
9640.T,2025-12-16,GC,C,48,20,-15,-5,25,0,8,15,2157,2253,4.4506,5,76.53,0.45,10.21
9216.T,2025-12-28,GC,A,93,20,20,-5,25,10,8,15,1655,1675,1.2085,4,74.79,1.91,6.42
9008.T,2025-12-07,GC,B,65,20,0,15,15,10,-10,15,793.4,808.8,1.941,5,55.3,0.83,1.8
9842.T,2025-12-30,GC,A,100,10,20,15,25,10,8,15,1932,1847,-4.3996,5,60.77,1.55,4.02
3553.T,2025-12-25,GC,B,73,20,10,-5,25,0,8,15,1034,1048,1.354,3,77.59,1.08,14.88
3560.T,2025-12-18,GC,C,48,10,10,-5,0,10,8,15,3375,3405,0.8889,5,70.27,1.3,5.33
1982.T,2025-12-18,GC,D,20,10,-15,-15,25,10,-10,15,2282.5,2402.5,5.2574,5,35.76,0.67,1.98
3529.T,2025-12-10,GC,A,83,20,20,-5,25,0,8,15,1268,1245,-1.8139,5,80.43,2.85,11.57
5344.T,2025-12-18,GC,D,15,0,10,-15,25,-10,-10,15,41000,42740,4.2439,5,25.5,1.09,-2.86
7619.T,2025-12-29,GC,C,58,20,-15,-5,25,10,8,15,889,915,2.9246,5,85.37,0.25,7.16
3402.T,2025-12-18,GC,B,68,20,-15,5,25,10,8,15,1014,1017.5,0.3452,5,49.69,0.66,3.94
4973.T,2025-12-21,GC,C,55,10,20,-15,25,10,-10,15,3325,3500,5.2632,5,33.9,1.56,3.04
4362.T,2025-12-02,GC,A,83,20,0,15,15,10,8,15,2827,2854,0.9551,5,53.85,0.76,6.75
8104.T,2025-12-17,GC,C,58,10,-15,15,15,10,8,15,606,608,0.33,5,62.67,0.69,3.2
3106.T,2025-12-24,GC,D,33,20,-15,-5,25,-15,8,15,8590,8480,-1.2806,4,78.95,0.58,17.24
8563.T,2025-12-30,GC,A,83,20,20,-5,25,0,8,15,907,946,4.2999,5,85.21,1.59,14.28
9889.T,2025-12-04,GC,C,48,20,10,-5,15,-15,8,15,1605,1594,-0.6854,5,81.82,1.18,19.53
3096.T,2025-12-21,GC,C,58,20,10,-5,0,10,8,15,1487,1471,-1.076,5,85.71,1.01,3.19
9446.T,2025-12-07,GC,D,35,20,-15,15,25,-15,-10,15,673,701,4.1605,5,65.34,0.54,19.92
5870.T,2025-12-01,GC,B,78,20,-15,15,25,10,8,15,1039,1040,0.0962,5,67.45,0.38,7.2
9007.T,2025-12-10,GC,D,10,10,-15,5,15,-10,-10,15,1684,1685.5,0.0891,5,49.47,0.61,-0.07
2342.T,2025-12-08,GC,B,78,20,10,15,25,-15,8,15,363,247,-31.9559,5,63.52,1.39,57.85
7942.T,2025-12-16,GC,D,35,20,-15,15,25,-15,-10,15,2353,2417,2.7199,5,56.83,0.57,15
2095.T,2025-12-23,GC,C,48,0,-15,15,15,10,8,15,1099,1103,0.364,5,54.88,0.14,1
3981.T,2025-12-15,GC,B,65,10,0,15,25,10,-10,15,1314,1302,-0.9132,5,53.91,0.96,2.97
7181.T,2025-12-17,GC,A,100,20,20,15,25,0,8,15,1527.7,1559.3,2.0685,5,67.93,1.81,9.55
3317.T,2025-12-08,GC,B,73,20,20,-5,15,0,8,15,1572,1509,-4.0076,5,85.79,3.23,9.13
3989.T,2025-12-10,GC,C,58,20,0,15,0,0,8,15,1171,1191,1.7079,5,67.29,0.93,14.72
4053.T,2025-12-31,GC,D,15,-20,0,15,25,-10,-10,15,446,466,4.4843,4,52,0.72,-1.45
4577.T,2025-12-30,GC,B,75,20,0,15,25,10,-10,15,1356,1363,0.5162,5,62.86,0.86,7.52
1938.T,2025-12-09,GC,A,80,10,10,-5,25,10,15,15,2140,2113,-1.2617,5,70.66,1.04,5.13
3880.T,2025-12-07,GC,C,58,20,0,5,0,10,8,15,934,905,-3.1049,5,49.07,0.96,5.11
3774.T,2025-12-10,GC,B,65,10,0,15,25,10,-10,15,2858.5,2817,-1.4518,5,50.15,0.94,3.43
9780.T,2025-12-29,GC,A,100,10,20,15,25,10,8,15,875,908,3.7714,5,64.2,1.95,2.17
7561.T,2025-12-21,GC,D,15,-20,10,-15,25,10,-10,15,644,654,1.5528,5,34.88,1.15,0.31
3103.T,2025-12-09,GC,C,40,20,-15,5,25,0,-10,15,256,256,0,5,47.28,0.54,11.19
7455.T,2025-12-03,GC,C,48,20,0,-5,25,-15,8,15,580,579,-0.1724,5,98.96,0.83,36.47
8142.T,2025-12-15,GC,C,58,20,20,-5,0,0,8,15,1308.3,1255,-4.074,5,76.58,3.65,14.37
9969.T,2025-12-18,GC,C,50,0,20,15,0,10,-10,15,252,250,-0.7937,5,57.14,2.59,0.43
8562.T,2025-12-28,GC,B,65,20,0,15,25,0,-10,15,267,288,7.8652,4,68.57,0.83,10.74
7294.T,2025-12-29,GC,D,23,10,10,-5,0,10,8,-10,993,1029,3.6254,5,71.88,1.3,4.29
4307.T,2025-12-03,GC,B,60,20,-15,15,25,10,-10,15,6267,6160,-1.7074,5,52.93,0.63,6.44
3963.T,2025-12-24,GC,D,8,20,-15,-5,0,-15,8,15,732,707,-3.4153,4,83.84,0.33,18.62
4323.T,2025-12-25,GC,A,93,20,0,15,25,10,8,15,2495,2521,1.0421,3,67.2,0.78,7.73
8542.T,2025-12-01,GC,A,100,20,20,15,25,10,8,15,1463,1451,-0.8202,5,65.53,2.1,6.52
9433.T,2025-12-29,GC,B,65,10,0,15,25,10,-10,15,2718,2669,-1.8028,5,56.45,0.73,6.65
9543.T,2025-12-03,GC,B,65,10,10,5,25,10,-10,15,1171,1178,0.5978,5,48.59,1.24,1.52
9987.T,2025-12-15,GC,A,100,20,10,15,25,10,8,15,6249,6217,-0.5121,5,66.52,1.09,5.53
3107.T,2025-12-24,GC,B,68,20,-15,15,15,10,8,15,3075,3081,0.1951,4,67.17,0.53,4.15
2264.T,2025-12-18,GC,B,75,20,10,5,25,10,-10,15,3746,3751,0.1335,5,49.62,1.18,6.11
6832.T,2025-12-24,GC,B,73,20,0,5,15,10,8,15,2351,2409,2.467,4,48.29,0.82,3.64
8793.T,2025-12-29,GC,B,73,10,10,-5,25,10,8,15,4060,4120,1.4778,5,79.41,1.47,3.95
4044.T,2025-12-25,GC,B,78,20,-15,15,25,10,8,15,3470,3485,0.4323,3,68.75,0.52,4.51
4053.T,2025-12-11,GC,C,55,10,20,-15,25,10,-10,15,456,469,2.8509,5,41.14,3.14,0.49
9060.T,2025-12-23,GC,C,48,20,-15,-5,15,10,8,15,4930,4980,1.0142,5,73.53,0.17,5.62
4809.T,2025-12-21,GC,C,58,10,-15,15,15,10,8,15,2016,2030,0.6944,5,57.85,0.49,1.68
9854.T,2025-12-25,GC,C,48,20,0,-5,25,-15,8,15,222,218,-1.8018,3,74.42,0.82,15.12
4040.T,2025-12-17,GC,A,85,20,10,15,25,10,-10,15,3075,3060,-0.4878,5,58.11,1.12,7.21
7073.T,2025-12-04,GC,C,55,10,20,-15,25,10,-10,15,2388,2439,2.1357,5,43.89,2.98,0.78
3837.T,2025-12-11,GC,B,65,20,0,15,25,0,-10,15,1542,1596,3.5019,5,64.44,0.8,9.24
6964.T,2025-12-03,GC,D,20,-10,-15,5,25,10,-10,15,578,577,-0.173,5,47.92,0.45,1.12
2876.T,2025-12-29,GC,B,75,10,10,15,25,10,-10,15,456,447,-1.9737,5,50.79,1.1,3.69
8715.T,2025-12-07,GC,B,68,20,0,15,0,10,8,15,896,938,4.6875,5,65.38,0.79,5.99
7806.T,2025-12-10,GC,C,43,20,-15,15,0,0,8,15,4850,4660,-3.9175,5,51.39,0.52,11.02
4398.T,2025-12-02,GC,B,65,20,0,15,25,0,-10,15,1477,1461,-1.0833,5,61.15,0.72,10
2124.T,2025-12-23,GC,A,83,10,0,15,25,10,8,15,1092,1065,-2.4725,5,50.23,0.76,2.23
2493.T,2025-12-24,GC,A,100,10,20,15,25,10,8,15,950,968,1.8947,4,51.72,1.94,1.58
2181.T,2025-12-29,GC,B,63,10,0,-5,25,10,8,15,293,291.8,-0.4096,5,76.32,0.97,6.72
332A.T,2025-12-11,GC,B,65,20,0,15,25,0,-10,15,913,940,2.9573,5,52.51,0.88,8.15
6029.T,2025-12-31,GC,D,0,20,-15,-15,15,-10,-10,-10,175,181,3.4286,4,43.61,0.29,-3.39
5909.T,2025-12-22,GC,C,40,0,-15,15,25,10,-10,15,960,958,-0.2083,5,51.85,0.68,1.51
9889.T,2025-12-01,GC,D,33,20,10,-5,0,-15,8,15,1548,1603,3.553,5,81.17,1.02,15.98
3177.T,2025-12-08,GC,B,75,0,20,15,25,10,-10,15,3435,3485,1.4556,5,55.17,1.51,0.92
4920.T,2025-12-24,GC,B,73,20,0,-5,25,10,8,15,1160,1146,-1.2069,4,80,0.87,5.18
4919.T,2025-12-28,GC,A,100,10,20,15,25,10,8,15,2498,2434,-2.562,4,63.55,2.98,3.61
1873.T,2025-12-28,GC,A,85,10,20,15,25,10,-10,15,321,321,0,4,66.67,2.11,3.18
9362.T,2025-12-29,GC,D,38,20,-15,-5,15,0,8,15,3950,3810,-3.5443,4,72.41,0.37,9.32
4783.T,2025-12-30,GC,B,63,20,0,-5,15,10,8,15,3005,3235,7.6539,5,72.15,0.81,7.97
4293.T,2025-12-28,GC,B,63,20,10,-5,15,0,8,15,485,510,5.1546,4,82.28,1.14,11.52
2784.T,2025-12-11,GC,A,100,20,10,15,25,10,8,15,2414,2464.5,2.092,5,68.1,1.25,7.94
2449.T,2025-12-02,GC,C,48,0,-15,5,25,10,8,15,1108,1113,0.4513,5,47.06,0.69,1.34
8289.T,2025-12-28,GC,B,60,20,-15,15,25,10,-10,15,448,448,0,4,61.7,0.42,6.04
7943.T,2025-12-17,GC,B,68,20,-15,15,25,0,8,15,3170,3225,1.735,5,68.97,0.7,9.98
4371.T,2025-12-23,GC,C,58,20,10,-5,25,-15,8,15,1234,1195,-3.1605,5,74.36,1.37,21.23
2253.T,2025-12-01,GC,A,100,20,10,15,25,10,8,15,1181,1165,-1.3548,5,63.43,1.07,4.23
7947.T,2025-12-02,GC,C,53,20,-15,15,0,10,8,15,2716,2614,-3.7555,5,58.82,0.68,4.65
1689.T,2025-12-17,GC,D,0,-20,0,-15,25,-10,-10,15,973,960,-1.3361,5,33.5,0.88,-5.26
6742.T,2025-12-09,GC,B,63,20,0,-5,25,0,8,15,596,604,1.3423,5,85.56,0.87,11.33
4553.T,2025-12-10,GC,C,48,20,0,-5,25,-15,8,15,3515,3630,3.2717,5,83.46,0.83,17.61
8750.T,2025-12-24,GC,C,48,20,-15,-5,25,0,8,15,1305,1303.5,-0.1149,4,70.02,0.57,10.47
8957.T,2025-12-18,GC,B,63,0,0,5,25,10,8,15,204000,211100,3.4804,5,46.09,0.88,1.99
3034.T,2025-12-31,GC,D,15,-20,10,-15,25,10,-10,15,2084,2098,0.6718,4,24.8,1.4,1.21
3068.T,2025-12-31,GC,A,83,20,10,-5,25,10,8,15,3235,3275,1.2365,4,81.4,1.28,6.36
7354.T,2025-12-18,GC,C,40,20,-15,5,15,10,-10,15,299,298,-0.3344,5,49.38,0.48,3.29
9900.T,2025-12-23,GC,B,75,20,0,15,25,10,-10,15,1878,1898,1.065,5,67.98,0.76,3.87
3455.T,2025-12-01,GC,A,83,10,10,15,15,10,8,15,117900,115200,-2.2901,5,57.27,1.39,0.3
1828.T,2025-12-09,GC,B,65,10,10,15,15,10,-10,15,2432,2538,4.3586,5,62.43,1.29,1.28
4499.T,2025-12-15,GC,D,35,-20,0,15,25,10,-10,15,2500,2379,-4.84,5,60.36,0.73,1.92
4093.T,2025-12-02,GC,A,83,10,0,15,25,10,8,15,358,357,-0.2793,5,50,0.76,1.09
4629.T,2025-12-09,GC,D,0,10,-15,-15,15,-10,-10,15,1570,1573,0.1911,5,29.21,0.39,-0.15
5449.T,2025-12-24,GC,D,35,10,0,-15,25,10,-10,15,2754,2779,0.9078,4,42.14,0.78,1.95
2892.T,2025-12-23,GC,B,68,20,20,-5,25,-15,8,15,4200,4040,-3.8095,5,91.5,1.82,16.6
2702.T,2025-12-21,GC,A,100,20,20,15,15,10,8,15,6430,6380,-0.7776,5,59.76,1.59,3.26
1914.T,2025-12-24,GC,A,80,-20,20,15,25,10,15,15,653,663,1.5314,4,51.61,1.57,0.9
3634.T,2025-12-15,GC,B,68,10,-15,15,25,10,8,15,726,720,-0.8264,5,54.84,0.06,2.35
1383.T,2025-12-23,GC,C,48,10,-15,-5,25,10,8,15,3110,3195,2.7331,5,80.65,0.59,3.61
4676.T,2025-12-01,GC,A,83,20,20,-15,25,10,8,15,3465,3559,2.7128,5,43.1,1.73,1.93
3447.T,2025-12-14,GC,B,60,20,-15,15,25,10,-10,15,885,893,0.904,5,52.4,0.46,1.5
8714.T,2025-12-02,GC,C,48,20,0,-5,25,-15,8,15,780,777,-0.3846,5,78.13,0.72,17.21
9928.T,2025-12-11,GC,B,65,10,10,15,15,10,-10,15,1860,1882,1.1828,5,55.38,1.39,0.59
6862.T,2025-12-07,GC,B,68,20,0,15,25,-15,8,15,1314,1304,-0.761,5,66.13,0.86,37.84
9763.T,2025-12-01,GC,A,100,20,20,15,25,0,8,15,1261.7,1258.3,-0.2695,5,66.99,1.72,9.07
8253.T,2025-12-17,GC,A,93,20,0,15,25,10,8,15,4143,4255,2.7034,5,64.52,0.85,7.05
4534.T,2025-12-16,GC,B,75,20,10,5,25,10,-10,15,3445,3425,-0.5806,5,48.36,1.29,7.5
6517.T,2025-12-10,GC,A,83,20,20,-5,25,0,8,15,3360,3295,-1.9345,5,71.43,1.6,12.68
3521.T,2025-12-10,GC,C,48,20,-15,-5,15,10,8,15,167,170,1.7964,5,72.41,0.62,6.36
9842.T,2025-12-21,GC,A,93,10,10,15,25,10,8,15,1895,1936,2.1636,5,54.59,1.27,3.81
9433.T,2025-12-03,GC,C,50,20,-15,5,25,10,-10,15,2651.5,2699.5,1.8103,5,48.07,0.58,5.15
4665.T,2025-12-07,GC,A,83,20,0,15,15,10,8,15,4195,4348,3.6472,5,60.53,0.98,5.69
4432.T,2025-12-18,GC,A,100,10,10,15,25,10,15,15,3555,3615,1.6878,5,52.53,1.29,5.66
7792.T,2025-12-14,GC,D,0,-20,20,-15,25,-10,-10,-10,1442,1444,0.1387,5,39.66,1.74,-3.46
9928.T,2025-12-28,GC,B,73,20,0,-5,25,10,8,15,2010,2018,0.398,4,84.7,0.78,6.66
9832.T,2025-12-23,GC,B,78,20,-15,15,25,10,8,15,1655,1649,-0.3625,5,58.1,0.57,4.36
1419.T,2025-12-04,GC,D,0,-20,-15,-15,15,-10,-10,15,3615,3525,-2.4896,5,42.65,0.64,-0.95
4678.T,2025-12-04,GC,C,58,10,-15,15,15,10,8,15,295,297,0.678,5,66.67,0.41,1.74
4212.T,2025-12-31,GC,D,10,10,10,-15,15,10,-10,-10,2173,2129,-2.0249,4,41.36,1.22,0.25
1828.T,2025-12-08,GC,D,30,10,-15,5,15,10,-10,15,2428,2483,2.2652,5,47.11,0.68,1.03
7212.T,2025-12-30,GC,B,68,20,-15,15,15,10,8,15,801,837,4.4944,5,62.24,0.35,5.16
1828.T,2025-12-23,GC,B,68,10,-15,15,25,10,8,15,2528,2620,3.6392,5,69.31,0.39,5.1
7326.T,2025-12-01,GC,D,33,20,-15,-5,25,-15,8,15,1992,1985,-0.3514,5,85.4,0.4,25.31
6307.T,2025-12-08,GC,D,25,20,-15,5,25,-15,-10,15,561,564,0.5348,5,49.68,0.32,23.33
8076.T,2025-12-31,GC,C,48,10,10,-5,0,10,8,15,2027,2067,1.9734,4,92,1.43,3.72
5208.T,2025-12-18,GC,C,50,20,-15,5,25,10,-10,15,1684,1706,1.3064,5,46.35,0.59,2.95
7747.T,2025-12-17,GC,C,50,20,0,15,25,-15,-10,15,3008,2949,-1.9614,5,59.78,0.78,15.4
9729.T,2025-12-24,GC,C,40,20,-15,5,25,0,-10,15,2507,2512,0.1994,4,49.45,0.61,9.41
7942.T,2025-12-11,GC,C,50,20,-15,15,25,0,-10,15,2333,2351,0.7715,5,56.85,0.69,14.92
4385.T,2025-12-04,GC,A,88,20,20,15,25,-15,8,15,2853.5,2941.5,3.0839,5,68.79,1.82,19.94
3386.T,2025-12-30,GC,D,5,-20,0,-15,25,10,-10,15,1304,1324,1.5337,5,34.41,0.84,3.21
2207.T,2025-12-07,GC,A,83,20,0,15,15,10,8,15,2338,2387,2.0958,5,68.88,0.72,5.46
2292.T,2025-12-24,GC,C,53,20,-15,15,0,10,8,15,2687,2722,1.3026,4,65.31,0.6,2.17
9715.T,2025-12-16,GC,B,68,10,-15,15,25,10,8,15,3760,3835,1.9947,5,61.97,0.66,3.12
8304.T,2025-12-28,GC,B,78,20,-15,15,25,10,8,15,2514,2623,4.3357,4,65.63,0.63,7.24
9857.T,2025-12-16,GC,B,78,20,-15,15,25,10,8,15,2510,2711,8.008,5,59.43,0.26,6.2
7780.T,2025-12-21,GC,C,50,20,0,15,25,-15,-10,15,1569,1609,2.5494,5,66.67,0.89,21.67
3946.T,2025-12-25,GC,B,68,10,-15,15,25,10,8,15,3410,3530,3.5191,3,57.75,0.42,1.29
3309.T,2025-12-28,GC,C,48,20,-15,-5,25,0,8,15,89600,90100,0.558,4,90.23,0.58,9.94
7806.T,2025-12-16,GC,B,68,20,-15,15,25,0,8,15,4765,4690,-1.574,5,56.79,0.59,8.82
7226.T,2025-12-29,GC,C,58,20,10,-5,25,-15,8,15,3175,3200,0.7874,5,87.18,1.31,15.41
7459.T,2025-12-29,GC,A,95,20,20,15,25,10,-10,15,2798,2822.5,0.8756,5,63.32,1.6,6.02
4572.T,2025-12-30,GC,D,35,20,-15,15,25,-15,-10,15,356,387,8.7079,5,55.33,0.2,42.52
5250.T,2025-12-09,GC,B,68,20,20,-5,25,-15,8,15,1495,1506,0.7358,5,89.01,1.51,46.46
4746.T,2025-12-11,GC,C,45,20,20,-15,25,-10,-10,15,4010,4025,0.3741,5,38.82,2.24,-0.42
9908.T,2025-12-29,GC,B,73,20,10,-5,25,0,8,15,2292,2326,1.4834,5,73.06,1.09,9.47
4975.T,2025-12-24,GC,C,58,20,-15,15,15,0,8,15,5050,4895,-3.0693,4,67.31,0.22,9.67
8130.T,2025-12-15,GC,C,40,10,0,15,0,10,-10,15,3110,3090,-0.6431,5,53.19,0.77,1.02
6523.T,2025-12-18,GC,B,63,20,0,-5,15,10,8,15,1092,1129,3.3883,5,72.41,0.83,6.82
6094.T,2025-12-23,GC,B,65,10,0,15,25,10,-10,15,527,519,-1.518,5,58.51,0.79,1.53
4973.T,2025-12-07,GC,B,78,20,-15,15,25,10,8,15,3340,3385,1.3473,5,65.77,0.44,7.27
6742.T,2025-12-14,GC,A,83,20,20,-5,25,0,8,15,593,626,5.5649,5,75,2.42,12.55
1515.T,2025-12-24,GC,B,68,20,20,-5,25,-15,8,15,2270,2237,-1.4537,4,70.72,1.52,26.33
4973.T,2025-12-11,GC,B,78,20,-15,15,25,10,8,15,3305,3240,-1.9667,5,65.79,0.61,5.16
9506.T,2025-12-28,GC,C,58,20,-15,-5,25,10,8,15,1158.5,1164.5,0.5179,4,70.57,0.66,3.9
8283.T,2025-12-23,GC,C,58,20,-15,-5,25,10,8,15,4860,4824,-0.7407,5,71.72,0.53,4.77
3961.T,2025-12-30,GC,D,0,-10,-15,-15,25,0,-10,15,765,764,-0.1307,5,33.33,0.64,11.43
7949.T,2025-12-29,GC,A,83,10,20,-5,25,10,8,15,2742,2795,1.9329,5,74.71,1.97,6.15
6113.T,2025-12-25,GC,D,25,10,-15,15,0,10,-10,15,1859,1852,-0.3765,3,57.98,0.32,0.67
6742.T,2025-12-07,GC,A,93,20,10,15,25,0,8,15,592,593,0.1689,5,63.11,1.32,9.48
4875.T,2025-12-17,GC,B,65,10,10,15,25,0,-10,15,235,213,-9.3617,5,60,1.1,14.4
4151.T,2025-12-14,GC,B,75,20,10,5,25,10,-10,15,2575,2522.5,-2.0388,5,47.64,1.5,4.27
6615.T,2025-12-14,GC,C,43,20,-15,15,15,-15,8,15,353,332,-5.949,5,65.25,0.52,22.17
7726.T,2025-12-21,GC,B,60,20,-15,15,25,10,-10,15,992,995,0.3024,5,56.06,0.13,1.71
9332.T,2025-12-09,GC,A,83,10,0,15,25,10,8,15,682,688,0.8798,5,56.73,0.94,3.66
4208.T,2025-12-29,GC,A,85,20,10,15,25,10,-10,15,2579,2613.5,1.3377,5,64.34,1.2,7.9
8260.T,2025-12-01,GC,B,73,-10,20,15,15,10,8,15,428,428,0,5,66.67,1.61,1.87
9782.T,2025-12-07,GC,C,50,20,0,15,0,10,-10,15,3205,3205,0,5,50,0.72,1.96
7545.T,2025-12-23,GC,D,35,10,20,-15,25,-10,-10,15,2084,2049,-1.6795,5,40.48,2.04,-3.01
5332.T,2025-12-25,GC,A,90,20,0,15,25,0,15,15,4348,4334,-0.322,3,69.88,0.7,8.25
3224.T,2025-12-30,GC,D,33,20,-15,-5,25,-15,8,15,855,837,-2.1053,5,77.45,0.25,28.79
157A.T,2025-12-15,GC,B,68,20,0,15,25,-15,8,15,862,860,-0.232,5,54.08,0.81,38.56
4318.T,2025-12-04,GC,C,58,10,0,15,0,10,8,15,863,862,-0.1159,5,68.63,0.7,6.09
6046.T,2025-12-01,GC,D,8,20,-15,-5,0,-15,8,15,151,138,-8.6093,5,74.47,0.43,15.69
1776.T,2025-12-23,GC,B,78,20,-15,15,25,10,8,15,1576,1639,3.9975,5,68.81,0.69,6.6
4681.T,2025-12-04,GC,B,73,10,0,15,15,10,8,15,1949,1948.5,-0.0257,5,66.61,0.71,3.96
3034.T,2025-12-28,GC,D,35,0,10,-15,25,10,-10,15,2165,2084,-3.7413,4,31.81,1.25,3.23
8139.T,2025-12-01,GC,B,78,20,-15,15,25,10,8,15,1788,1917,7.2148,5,68.27,0.11,6.1
3558.T,2025-12-08,GC,D,0,-20,10,-15,25,-10,-10,15,1466,1408,-3.9563,5,43.73,1.39,-1.94
4587.T,2025-12-31,GC,D,35,-20,10,5,25,10,-10,15,1621,1735,7.0327,4,47.69,1.09,1.73
6185.T,2025-12-16,GC,D,0,-20,10,-15,25,-10,-10,-10,436,445,2.0642,5,21.54,1.03,-5.26
2146.T,2025-12-15,GC,A,83,10,10,15,15,10,8,15,193.9,192.9,-0.5157,5,67.65,1.19,5.74
3402.T,2025-12-10,GC,B,65,10,0,15,25,10,-10,15,993,1022.5,2.9708,5,52.27,0.81,2.08
8218.T,2025-12-10,GC,B,75,20,0,15,25,10,-10,15,3455,3450,-0.1447,5,66.33,0.83,5.79
2669.T,2025-12-04,GC,C,40,0,-15,15,25,10,-10,15,3375,3355,-0.5926,5,54.84,0.42,1.58
8699.T,2025-12-14,GC,B,68,20,20,-5,25,-15,8,15,1318,1220,-7.4355,5,97.11,3.18,24.45
3441.T,2025-12-15,GC,B,73,20,20,-5,15,0,8,15,1125,1116,-0.8,5,77.46,19.5,10.73
1379.T,2025-12-08,GC,B,60,20,-15,15,25,10,-10,15,2019,2072,2.6251,5,61.49,0.51,5.29
6092.T,2025-12-23,GC,D,0,0,-15,-15,15,-10,-10,-10,586,598,2.0478,5,29.87,0.66,-2.5
6072.T,2025-12-18,GC,A,83,20,0,15,25,0,8,15,179,195,8.9385,5,54.76,0.81,8.05
1693.T,2025-12-03,GC,C,58,10,-15,15,25,0,8,15,7155,7348,2.6974,5,61.94,0.68,10.65
7893.T,2025-12-17,GC,D,20,10,-15,-15,25,10,-10,15,1138,1139,0.0879,5,35.95,0.61,0.48
2480.T,2025-12-31,GC,C,58,10,-15,15,15,10,8,15,1718,1705,-0.7567,4,66.67,0.47,2.93
2032.T,2025-12-17,GC,C,50,10,-15,15,25,10,-10,15,6051,6015,-0.5949,5,52.21,0.36,4.09
4553.T,2025-12-09,GC,B,63,20,0,-5,25,0,8,15,3415,3575,4.6852,5,81.77,0.81,14.53
7747.T,2025-12-03,GC,C,48,20,0,-5,25,-15,8,15,2996,3077,2.7036,5,86.09,0.9,17.49
2267.T,2025-12-15,GC,D,0,10,10,-15,25,-10,-10,-10,2407,2421,0.5816,5,37.34,1.11,-1.13
8705.T,2025-12-30,GC,C,48,20,-15,-5,25,0,8,15,199,213,7.0352,5,86.96,0.34,12.29
3549.T,2025-12-07,GC,D,0,0,0,5,0,10,-10,-10,3813,3790,-0.6032,5,48.8,0.78,0.26
6349.T,2025-12-24,GC,A,100,20,20,15,25,10,8,15,1574,1586,0.7624,4,55.74,1.64,4.2
3558.T,2025-12-02,GC,D,0,-20,10,-15,25,-10,-10,15,1475,1435,-2.7119,5,41.76,1.04,-1.3
4046.T,2025-12-01,GC,D,38,20,0,-5,15,-15,8,15,2173,2171,-0.092,5,73.07,0.7,21.45
9073.T,2025-12-09,GC,C,40,10,-15,15,15,10,-10,15,1311,1368,4.3478,5,59.56,0.28,1.25
4826.T,2025-12-15,GC,D,28,-20,-15,15,25,0,8,15,538,518,-3.7175,5,58.8,0.59,8.03
7224.T,2025-12-28,GC,B,68,10,10,15,0,10,8,15,1929,2045,6.0135,4,54.23,1.34,2.64
1716.T,2025-12-22,GC,B,75,10,10,15,25,10,-10,15,1386,1402,1.1544,5,52.66,1.35,3.75
6103.T,2025-12-29,GC,D,30,20,-15,-15,25,10,-10,15,3645,3710,1.7833,5,44.81,0.44,2.81
8725.T,2025-12-17,GC,B,63,20,0,-5,25,0,8,15,3721,3665,-1.505,5,71.49,0.8,9.52
1685.T,2025-12-16,GC,D,0,-20,10,-15,25,-10,-10,15,493.5,499.9,1.2969,5,36.43,1.27,-4.51
9612.T,2025-12-25,GC,C,50,20,0,15,25,-15,-10,15,1759,1929,9.6646,3,56.96,0.71,23.64
7606.T,2025-12-21,GC,B,63,20,0,-5,25,0,8,15,2429,2462,1.3586,5,70.24,0.94,14.6
8706.T,2025-12-30,GC,A,100,20,10,15,25,10,8,15,1693,1730,2.1855,5,62.09,1.02,7.13
3521.T,2025-12-21,GC,C,58,20,-15,-5,25,10,8,15,171,174,1.7544,5,71.43,0.46,6.97
5900.T,2025-12-14,GC,C,43,10,-15,15,0,10,8,15,839,828,-1.3111,5,58.93,0.65,1.83
4284.T,2025-12-02,GC,A,100,20,10,15,25,10,8,15,473,475,0.4228,5,52.04,1.11,4.61
8562.T,2025-12-14,GC,B,63,20,0,-5,15,10,8,15,266,264,-0.7519,5,70.77,0.86,7.3
3177.T,2025-12-10,GC,B,75,10,-15,15,25,10,15,15,3445,3435,-0.2903,5,56.06,0.33,1.17
3024.T,2025-12-08,GC,B,68,10,10,15,0,10,8,15,1181,1199,1.5241,5,63.36,1.13,2.67
9433.T,2025-12-28,GC,C,40,10,-15,15,25,0,-10,15,2718,2685,-1.2141,4,65.43,0.57,8.04
9405.T,2025-12-14,GC,B,70,20,0,-5,25,0,15,15,850,853,0.3529,5,74.63,0.92,8.36
7628.T,2025-12-18,GC,A,93,20,0,15,25,10,8,15,1169.5,1175.5,0.513,5,55.04,0.95,5.58
6932.T,2025-12-29,GC,B,63,20,10,-5,15,0,8,15,2436,2529,3.8177,5,74.33,1.39,9.2
