symbol,detected_at,signal_type,rank,total_score,score_slope,score_volume,score_rsi,score_hold,score_deviation,score_macd,score_weekly,entry_price,exit_price,return_pct,holding_days,rsi_value,volume_ratio,deviation_pct
6787.T,2025-07-30,GC,C,48,20,0,-5,25,-15,8,15,7320,7470,2.0492,5,71.05,0.85,15.12
9888.T,2025-07-07,GC,A,85,20,10,15,25,10,-10,15,802,835,4.1147,5,52,1.05,3.76
4061.T,2025-07-16,GC,D,18,10,-15,15,0,10,8,-10,2051.5,2122.5,3.4609,5,67.64,0.58,3.94
9846.T,2025-07-29,GC,D,0,0,0,-15,15,-10,-10,15,956,967,1.1506,5,44.68,0.89,-0.04
7966.T,2025-07-10,GC,B,65,10,0,15,25,10,-10,15,2933,2974,1.3979,5,56.69,0.84,5.34
7600.T,2025-07-01,GC,D,18,10,0,-15,15,10,8,-10,557,555,-0.3591,5,44.57,0.97,0.32
6925.T,2025-07-30,GC,B,78,20,-15,15,25,10,8,15,1829.5,2026.5,10.768,5,58.33,0.61,5.37
8604.T,2025-07-29,GC,B,73,20,10,-5,25,0,8,15,996.2,996.8,0.0602,5,82.75,1.2,13.44
4976.T,2025-07-10,GC,A,85,20,20,15,25,0,-10,15,1335,1336.7,0.1273,4,55.31,1.71,11.17
9560.T,2025-07-01,GC,A,85,20,20,15,25,0,-10,15,1252,1285,2.6358,5,56.36,1.84,9.07
5858.T,2025-07-07,GC,C,45,-20,20,5,25,10,-10,15,1455,1415,-2.7491,5,48.89,9.88,7.45
5021.T,2025-07-06,GC,D,20,10,-15,-15,25,10,-10,15,3080.5,3179.5,3.2138,5,35.88,0.45,2.65
8742.T,2025-07-17,GC,C,40,0,-15,15,25,10,-10,15,293,292,-0.3413,5,61.54,0.04,1.51
8511.T,2025-07-20,GC,A,83,10,0,15,25,10,8,15,1765,1802,2.0963,5,59.01,0.74,5.76
4558.T,2025-07-14,GC,D,20,-20,10,15,25,10,-10,-10,202,201,-0.495,5,50,1.23,0.33
7417.T,2025-07-17,GC,C,58,20,10,-5,25,-15,8,15,1347,1337,-0.7424,5,78.14,1.33,15.62
6459.T,2025-07-13,GC,C,40,10,-15,5,25,10,-10,15,1687,1632,-3.2602,5,47.65,0.52,2.24
1929.T,2025-07-02,GC,A,83,20,10,-5,25,10,8,15,1102,1130,2.5408,5,79.52,1.15,5.38
2220.T,2025-07-27,GC,B,75,20,10,5,25,10,-10,15,1368.3,1451.7,6.0952,5,47.49,1.02,5.25
4816.T,2025-07-20,GC,B,73,0,0,15,25,10,8,15,3270,3235,-1.0703,5,53.68,0.79,2.35
7955.T,2025-07-06,GC,B,68,10,-15,15,25,10,8,15,695,714,2.7338,5,63.01,0.55,4.24
7352.T,2025-07-15,GC,D,0,-20,20,-15,25,-10,-10,-10,893,887,-0.6719,5,27.85,5.08,-10.17
8395.T,2025-07-20,GC,B,68,20,20,-5,25,-15,8,15,2666,2691,0.9377,5,86.97,1.98,20.29
2454.T,2025-07-08,GC,C,48,10,-15,-5,25,10,8,15,367,370,0.8174,5,78.26,0.41,7.35
6594.T,2025-07-07,GC,D,0,-20,-15,-15,25,10,-10,15,2636,2665.5,1.1191,5,18.66,0.55,1.33
7163.T,2025-07-06,GC,D,35,20,-15,15,25,-15,-10,15,4885,4890,0.1024,5,62.5,0.11,18.47
3157.T,2025-07-21,GC,B,60,20,-15,15,25,10,-10,15,1168,1186,1.5411,5,67.16,0.68,7.64
6835.T,2025-07-16,GC,D,35,10,0,-15,25,10,-10,15,166,168,1.2048,5,37.04,0.99,3.89
4569.T,2025-07-27,GC,A,93,10,10,15,25,10,8,15,1531,1559,1.8289,5,63.71,1.4,3.13
5254.T,2025-07-14,GC,D,0,0,-15,-15,25,-10,-10,-10,4790,4745,-0.9395,5,25.98,0.52,-3.74
3113.T,2025-07-10,GC,A,100,20,20,15,25,0,8,15,85,82,-3.5294,5,66.67,12.14,9.55
3436.T,2025-07-02,GC,C,58,20,-15,15,15,0,8,15,1105,1183,7.0588,5,59.99,0.6,10.05
5380.T,2025-07-16,GC,C,43,-20,20,-15,25,10,8,15,1562,1779,13.8924,5,42.45,2.4,1.55
7280.T,2025-07-16,GC,A,83,10,0,15,25,10,8,15,826,875,5.9322,5,55.1,0.71,2.65
7036.T,2025-07-17,GC,B,70,20,20,15,25,-15,-10,15,1029,1009,-1.9436,5,62.74,1.78,16.9
6942.T,2025-07-27,GC,B,73,10,10,-5,25,10,8,15,1173,1202,2.4723,5,81.48,1.02,5.75
9978.T,2025-07-06,GC,B,68,20,-15,15,25,0,8,15,57,58,1.7544,5,60.87,0.28,10.91
3498.T,2025-07-15,GC,D,33,20,-15,-5,25,-15,8,15,8445,8905,5.447,5,74.27,0.37,27.16
6850.T,2025-07-01,GC,C,50,20,-15,15,25,0,-10,15,1207,1156.5,-4.1839,5,59.71,0.54,14.45
2747.T,2025-07-30,GC,C,50,10,-15,15,25,10,-10,15,3085,3110,0.8104,5,57.14,0.67,2.04
8045.T,2025-07-13,GC,B,70,-10,20,-5,25,10,15,15,1051,1061,0.9515,5,73.91,5.51,4.76
1684.T,2025-07-23,GC,D,30,20,-15,-15,25,10,-10,15,1725,1743,1.0435,5,44.33,0.05,0.95
2438.T,2025-07-13,GC,D,0,-20,20,-15,25,-10,-10,-10,418,421,0.7177,5,24.39,1.89,-3.2
3113.T,2025-07-09,GC,B,68,20,-15,15,15,10,8,15,81,84,3.7037,5,57.14,0.36,4.53
4801.T,2025-07-14,GC,D,13,10,0,-5,0,10,8,-10,2460,2446,-0.5691,5,75.29,0.92,2.65
287A.T,2025-07-09,GC,D,0,-20,20,-15,25,-10,-10,-10,880,880,0,5,32.59,1.91,-4.04
7256.T,2025-07-21,GC,C,43,10,-15,15,25,10,8,-10,101,110,8.9109,5,56.25,0.65,4.24
5013.T,2025-07-16,GC,C,48,20,-15,-5,25,0,8,15,2142,2248,4.9486,5,82.93,0.39,9.95
6194.T,2025-07-31,GC,C,50,20,-15,15,25,0,-10,15,771,772,0.1297,5,55.56,0.53,9.87
8789.T,2025-07-09,GC,D,30,-20,20,15,25,10,-10,-10,107,112,4.6729,5,50,1.56,0.88
8088.T,2025-07-22,GC,C,45,-10,0,15,25,10,-10,15,1534.5,1572,2.4438,5,53.03,0.93,6.19
3807.T,2025-07-10,GC,D,0,-20,10,-15,25,-10,-10,15,148,140,-5.4054,5,31.11,1.45,-0.68
2864.T,2025-07-27,GC,A,100,10,20,15,25,10,8,15,1192,1146,-3.8591,5,61.9,1.81,4.62
8306.T,2025-07-10,GC,D,35,-20,0,15,25,10,-10,15,1972.5,1971.5,-0.0507,5,53.66,0.93,4.39
7746.T,2025-07-21,GC,C,53,20,-15,15,25,10,8,-10,168,171,1.7857,5,61.9,0.36,7.42
2930.T,2025-07-21,GC,D,0,20,-15,-15,0,-10,-10,-10,143,146,2.0979,5,44.83,0.57,-2.17
9212.T,2025-07-13,GC,D,35,-20,10,5,25,10,-10,15,396,395,-0.2525,5,46.67,1.28,1.07
7058.T,2025-07-16,GC,B,78,10,20,15,0,10,8,15,2576,2631,2.1351,5,61.32,43.57,3.95
4973.T,2025-07-23,GC,B,73,-10,10,15,25,10,8,15,3220,3140,-2.4845,5,59.09,1.09,5.82
3350.T,2025-07-02,GC,D,25,20,-15,5,25,-15,-10,15,1560,1537,-1.4744,5,48.1,0.52,84.39
2874.T,2025-07-13,GC,B,68,20,20,-5,25,-15,8,15,1077,1032,-4.1783,5,90.25,2.01,22.62
7779.T,2025-07-01,GC,C,58,10,0,15,25,10,8,-10,178,173,-2.809,5,56.76,0.9,2.37
5101.T,2025-07-03,GC,C,58,20,10,-5,25,-15,8,15,4163,4161,-0.048,5,92.4,1.19,23.99
1697.T,2025-07-13,GC,D,20,10,-15,-15,25,10,-10,15,3684,3752,1.8458,5,36.55,0.26,0.95
9678.T,2025-07-17,GC,C,53,20,0,-5,15,0,8,15,3490,3340,-4.298,5,80.23,0.73,9.14
8508.T,2025-07-23,GC,B,68,20,-15,15,25,0,8,15,453,446,-1.5453,5,69.47,0.67,10.99
4998.T,2025-07-02,GC,D,28,-20,10,5,25,10,8,-10,1105,1094,-0.9955,5,48.11,1.04,0.86
7916.T,2025-07-17,GC,C,48,10,-15,-5,25,10,8,15,1375,1427,3.7818,5,76.83,0.08,4.72
6562.T,2025-07-22,GC,D,5,-20,0,-15,25,10,-10,15,1533,1511,-1.4351,5,34.51,0.71,1.05
7353.T,2025-07-20,GC,D,5,0,-15,5,25,10,-10,-10,707,715,1.1315,5,48.04,0.41,0.61
6806.T,2025-07-13,GC,A,100,10,10,15,25,10,15,15,17320,17495,1.0104,5,64.37,1.23,5.01
9119.T,2025-07-22,GC,B,68,10,-15,15,25,10,8,15,1055,1069,1.327,5,66.88,0.64,5.17
3234.T,2025-07-14,GC,C,40,10,-15,5,25,10,-10,15,135400,134900,-0.3693,5,47.78,0.61,1.84
9845.T,2025-07-01,GC,B,68,20,-15,15,25,0,8,15,889,932,4.8369,5,69.23,0.13,9.39
6568.T,2025-07-08,GC,C,50,10,-15,15,25,10,-10,15,1080,1085,0.463,5,56.2,0.44,3.81
8410.T,2025-07-07,GC,D,18,-20,0,15,15,10,8,-10,266.3,269.3,1.1265,5,55.02,0.75,0.61
6209.T,2025-07-31,GC,A,83,20,10,-5,25,10,8,15,2549,2640,3.57,5,76.51,1.06,6.91
7856.T,2025-07-14,GC,A,83,10,20,-5,25,10,8,15,1553,1512,-2.6401,5,73.39,1.61,4.98
5706.T,2025-07-07,GC,C,58,10,-15,15,25,0,8,15,5007,5179,3.4352,5,61.95,0.46,13.31
4056.T,2025-07-23,GC,B,65,10,10,15,25,0,-10,15,790,807,2.1519,5,55.08,1.33,8.55
8381.T,2025-07-24,GC,B,63,20,10,-5,15,0,8,15,1336,1279,-4.2665,5,88,1.17,9.32
5541.T,2025-07-22,GC,A,83,10,20,-5,25,10,8,15,1856,1861,0.2694,5,73.1,3.51,7.86
1813.T,2025-07-21,GC,D,0,10,-15,-15,25,-10,-10,15,2210,2270,2.7149,5,42.57,0.55,-0.13
5946.T,2025-07-22,GC,B,63,20,0,-5,25,0,8,15,1993,2009,0.8028,5,84.23,0.92,9.19
3526.T,2025-07-02,GC,B,65,20,0,15,15,10,-10,15,2919,2781,-4.7276,5,62.43,0.75,6.79
6836.T,2025-07-08,GC,C,55,20,0,5,25,0,-10,15,1465,1505,2.7304,5,46.07,0.84,10.67
6137.T,2025-07-06,GC,A,83,20,0,15,25,0,8,15,1316,1323,0.5319,5,65.97,0.92,9.98
3113.T,2025-07-29,GC,C,40,10,-15,5,25,10,-10,15,80,80,0,5,47.37,0.23,1.64
5541.T,2025-07-23,GC,A,100,10,20,15,25,10,8,15,1839,1877,2.0663,5,66,1.55,6.74
5344.T,2025-07-03,GC,D,15,20,-15,-5,25,-15,-10,15,40210,42290,5.1728,5,74.94,0.57,22.52
7600.T,2025-07-03,GC,D,0,10,-15,15,15,-10,-10,-10,553,549,-0.7233,5,53.95,0.54,-0.24
8551.T,2025-07-21,GC,D,38,20,-15,-5,15,0,8,15,3240,3295,1.6975,5,72.88,0.69,10.98
8898.T,2025-07-14,GC,D,0,-20,-15,-15,25,10,-10,15,1108,1103,-0.4513,5,44.83,0.67,0.18
5304.T,2025-07-22,GC,B,73,10,10,-5,25,10,8,15,2114,2103,-0.5203,5,83.23,1.48,6.51
3653.T,2025-07-22,GC,A,100,20,20,5,25,10,8,15,1220,1251,2.541,5,47.09,1.76,7.31
4415.T,2025-07-21,GC,B,68,20,-15,15,25,0,8,15,775,720,-7.0968,5,69.14,0.57,8.54
7456.T,2025-07-22,GC,B,63,20,10,-5,15,0,8,15,3745,3575,-4.5394,5,83.45,1.14,10.09
4442.T,2025-07-17,GC,D,33,0,-15,15,25,10,8,-10,420,428,1.9048,5,63.83,0.37,1.58
4075.T,2025-07-09,GC,D,5,20,-15,-15,25,-15,-10,15,816,785,-3.799,5,34.93,0.29,16.35
6820.T,2025-07-06,GC,C,53,-20,20,-5,25,10,8,15,2948,2889,-2.0014,5,74.14,1.54,4.95
9716.T,2025-07-15,GC,D,20,10,-15,-15,25,10,-10,15,882,880,-0.2268,5,41.81,0.59,0.49
3521.T,2025-07-30,GC,C,58,0,-15,15,25,10,8,15,161,164,1.8634,5,50,0.27,5.91
6474.T,2025-07-28,GC,B,78,20,-15,15,25,10,8,15,3265,3250,-0.4594,5,66.67,0.51,7.13
6246.T,2025-07-21,GC,B,73,0,0,15,25,10,8,15,1673,1682,0.538,5,69.91,0.88,4.61
1653.T,2025-07-31,GC,A,100,10,20,15,25,10,8,15,3779,3875,2.5404,5,62.47,1.6,7.31
2179.T,2025-07-28,GC,A,83,10,20,-5,25,10,8,15,778,790,1.5424,5,76.92,2.76,3.75
2934.T,2025-07-10,GC,C,53,20,10,15,0,10,8,-10,1876,1608,-14.2857,5,61.24,1.28,6.21
9366.T,2025-07-08,GC,C,58,10,-15,15,15,10,8,15,811,818,0.8631,5,58.97,0.08,1.66
2838.T,2025-07-16,GC,C,43,10,-15,15,0,10,8,15,8284,8240,-0.5311,5,68.91,0.26,2.29
3912.T,2025-07-03,GC,D,0,-20,0,-15,25,-10,-10,15,910,926,1.7582,5,30.91,0.85,-1.77
7689.T,2025-07-30,GC,D,5,-20,0,-15,25,10,-10,15,500,502,0.4,5,35.82,0.98,1.05
4503.T,2025-07-13,GC,D,20,-20,10,15,0,10,15,-10,1439.5,1423,-1.1462,5,61.65,1.3,1.42
8077.T,2025-07-09,GC,A,85,10,20,15,25,10,-10,15,251,254,1.1952,5,61.7,2.67,3.89
2469.T,2025-07-10,GC,D,0,-20,0,5,25,10,-10,-10,2322,2322,0,5,47.66,0.87,0.43
175A.T,2025-07-29,GC,A,88,20,20,15,25,-15,8,15,1313,1138,-13.3283,5,64.36,2.6,52.72
6819.T,2025-07-16,GC,D,0,20,-15,-15,15,10,-10,-10,496,498,0.4032,5,35.29,0.43,2.51
7276.T,2025-07-14,GC,D,23,0,0,15,0,10,8,-10,1806.5,1810.5,0.2214,5,67.26,0.77,3.05
2425.T,2025-07-15,GC,B,68,10,20,15,15,10,8,-10,818,818,0,5,67.24,5.76,2.75
223A.T,2025-07-09,GC,C,48,20,-15,-5,25,0,8,15,1147,1167,1.7437,5,83.52,0.2,12.61
2257.T,2025-07-30,GC,A,93,0,20,15,25,10,8,15,209.7,209.5,-0.0954,5,60.19,4.08,3.24
9973.T,2025-07-29,GC,D,20,20,0,-15,25,-15,-10,15,32,31,-3.125,5,36.36,0.92,48.24
7163.T,2025-07-21,GC,D,0,-10,-15,5,25,-15,-10,15,4875,4875,0,5,46.15,0.54,15.79
9307.T,2025-07-02,GC,D,20,-10,-15,5,25,10,-10,15,755,751,-0.5298,5,45.03,0.4,0.75
5619.T,2025-07-10,GC,D,20,-20,-15,15,25,10,-10,15,983,979,-0.4069,5,56.38,0.68,2.53
4361.T,2025-07-10,GC,B,75,10,20,5,25,10,-10,15,1354,1354,0,5,46.48,1.63,4.13
7726.T,2025-07-31,GC,D,35,-20,0,15,25,10,-10,15,927,942,1.6181,5,55.91,0.94,3.82
7408.T,2025-07-07,GC,D,23,-10,-15,15,0,10,8,15,1793,1794,0.0558,5,53.33,0.48,0.02
5262.T,2025-07-15,GC,C,58,20,10,-5,25,-15,8,15,1209.5,1190,-1.6122,5,71.3,1.14,23.32
6625.T,2025-07-28,GC,B,73,10,10,-5,25,10,8,15,323,332,2.7864,5,77.36,1.13,7.49
6837.T,2025-07-03,GC,C,48,20,-15,-5,25,0,8,15,395,396,0.2532,5,73.21,0.7,8.24
4415.T,2025-07-17,GC,C,48,20,-15,-5,25,0,8,15,754,764,1.3263,5,72.73,0.44,10.67
6070.T,2025-07-24,GC,A,93,10,10,15,25,10,8,15,2235,2254,0.8501,5,65.75,1.29,4.76
5821.T,2025-07-03,GC,D,5,-20,0,-15,25,10,-10,15,1321.9,1341,1.4449,5,24.3,0.74,2.52
6340.T,2025-07-07,GC,C,53,-20,0,15,25,10,8,15,3290,3415,3.7994,5,57.14,0.83,4.48
6855.T,2025-07-08,GC,C,50,20,0,15,25,-15,-10,15,2318,2308,-0.4314,5,58.59,0.76,15.97
2252.T,2025-07-03,GC,B,73,10,20,-5,25,0,8,15,1178,1196,1.528,5,80.15,1.82,8.29
6594.T,2025-07-02,GC,D,25,0,0,-15,25,10,-10,15,2709,2678,-1.1443,5,31.97,0.71,4.09
2015.T,2025-07-27,GC,C,50,10,-15,15,25,10,-10,15,2019,2038,0.9411,5,65.98,0,1.68
4591.T,2025-07-03,GC,C,50,20,-15,15,25,0,-10,15,102,119,16.6667,5,58.21,0.11,8.74
4450.T,2025-07-02,GC,C,55,-10,10,15,25,10,-10,15,1376,1370,-0.436,5,60.66,1.5,3.59
6832.T,2025-07-08,GC,C,48,20,-15,-5,25,0,8,15,1974,2116,7.1935,5,72.38,0.28,9.72
6586.T,2025-07-23,GC,A,100,10,20,15,25,0,15,15,4703,4613,-1.9137,5,60.62,1.82,8.72
8424.T,2025-07-23,GC,C,58,10,0,15,0,10,8,15,3986,4068,2.0572,5,60,0.87,2.45
3431.T,2025-07-08,GC,D,25,0,0,-15,25,10,-10,15,1842,1920,4.2345,5,39.75,0.97,1.56
1811.T,2025-07-03,GC,D,10,-20,-15,5,25,10,-10,15,4180,4275,2.2727,5,48.67,0.59,3.79
2851.T,2025-07-01,GC,B,68,10,-15,15,25,10,8,15,291.1,288.1,-1.0306,5,56.91,0,6.25
3569.T,2025-07-08,GC,D,38,-20,10,15,25,10,8,-10,2357,2380,0.9758,5,58.42,1.4,1.08
7463.T,2025-07-30,GC,C,58,20,-15,-5,25,10,8,15,871,876,0.5741,5,72.88,0.63,6.04
9355.T,2025-07-14,GC,A,100,10,20,15,25,10,8,15,1814,1796,-0.9923,5,50.63,2.67,3.49
7916.T,2025-07-20,GC,A,93,20,20,-5,25,10,8,15,1395,1419,1.7204,5,73.24,2.06,5.69
2776.T,2025-07-22,GC,C,53,20,-15,15,25,-15,8,15,152,145,-4.6053,5,66.18,0.3,19.01
9257.T,2025-07-06,GC,D,0,-20,-15,5,25,-10,-10,15,608,613,0.8224,5,45.51,0.01,-2.56
6882.T,2025-07-24,GC,C,45,-20,10,15,25,10,-10,15,884,858,-2.9412,5,59.62,1.08,6.68
8144.T,2025-07-02,GC,A,100,0,20,15,25,10,15,15,1203,1209,0.4988,5,52.94,2.94,2.52
1546.T,2025-07-15,GC,B,73,20,10,-5,25,0,8,15,64370,64390,0.0311,5,77.76,1.19,8.35
177A.T,2025-07-28,GC,D,38,-20,-15,15,25,10,8,15,1726,1769,2.4913,5,57.25,0.59,1.62
3444.T,2025-07-13,GC,C,45,20,0,-15,25,10,-10,15,315,305,-3.1746,5,20.69,0.97,7.35
6834.T,2025-07-09,GC,D,35,20,-15,15,25,-15,-10,15,5660,5630,-0.53,5,57.89,0.47,31.26
315A.T,2025-07-09,GC,D,10,-20,-15,5,25,10,-10,15,991,1006,1.5136,5,48.65,0.49,2.86
9993.T,2025-07-14,GC,D,25,10,20,-15,15,-10,-10,15,1142,1146,0.3503,5,36.76,2.28,-0.55
159A.T,2025-07-06,GC,A,93,10,10,15,25,10,8,15,529.3,530,0.1323,5,59.26,1.08,4
7455.T,2025-07-06,GC,C,45,-20,10,15,25,10,-10,15,282,285,1.0638,5,50,1.32,0.26
1930.T,2025-07-15,GC,C,48,10,-15,-5,25,10,8,15,1212,1256,3.6304,5,72.39,0.68,3.45
7277.T,2025-07-14,GC,C,58,20,-15,-5,25,10,8,15,308,313,1.6234,5,83.33,0.53,7.36
6302.T,2025-07-29,GC,A,93,20,10,15,25,0,8,15,3272,3421,4.5538,5,66.52,1.02,9.39
2693.T,2025-07-06,GC,A,93,20,0,15,25,10,8,15,237,242,2.1097,5,55.26,0.89,4.46
7888.T,2025-07-14,GC,B,68,20,20,-5,25,-15,8,15,768,784,2.0833,5,80.57,4.35,24.73
6264.T,2025-07-06,GC,D,35,20,-15,15,25,-15,-10,15,742,781.5,5.3235,5,69.7,0.32,16.06
4017.T,2025-07-24,GC,D,0,-20,-15,5,25,-10,-10,-10,256,253,-1.1719,5,45.95,0.24,-0.94
8836.T,2025-07-09,GC,C,53,20,-15,15,25,-15,8,15,42,51,21.4286,5,65.22,0.09,25.45
6908.T,2025-07-07,GC,B,78,20,-15,15,25,10,8,15,2767,2811,1.5902,5,68.49,0.42,6.51
8707.T,2025-07-24,GC,B,73,20,10,-5,25,0,8,15,2414,2453,1.6156,5,75.79,1.01,11.49
2678.T,2025-07-07,GC,D,0,-10,20,-15,15,-10,-10,-10,1396,1457,4.3696,5,35.06,10.64,-7.82
6629.T,2025-07-24,GC,B,75,20,10,15,25,0,-10,15,388,388,0,5,61.29,1.29,8.16
3902.T,2025-07-23,GC,A,88,20,20,15,25,-15,8,15,487,516,5.9548,5,66.91,2.98,19.3
4884.T,2025-07-07,GC,D,0,-20,-15,-15,25,-10,-10,15,825,849,2.9091,5,11.68,0.57,-3.52
8860.T,2025-07-21,GC,D,0,0,-15,-15,15,10,-10,-10,679,690,1.62,5,40,0.49,0.34
2782.T,2025-07-23,GC,B,78,20,-15,15,25,10,8,15,2873,2900,0.9398,5,55.69,0.62,2.84
7277.T,2025-07-16,GC,C,48,20,-15,-5,25,0,8,15,314,318,1.2739,5,93.33,0.56,9.4
3726.T,2025-07-15,GC,D,35,10,0,-15,25,10,-10,15,683,631,-7.6135,5,41.18,0.85,2.21
4967.T,2025-07-09,GC,D,0,-20,0,-15,25,-10,-10,-10,5243,5181,-1.1825,5,27.07,0.74,-2.84
7745.T,2025-07-07,GC,D,10,0,-15,-15,25,10,-10,15,1887,1946,3.1267,5,43.24,0.55,3.07
7887.T,2025-07-14,GC,B,65,0,20,5,25,10,-10,15,1214,1212,-0.1647,5,48.1,1.67,5.08
3753.T,2025-07-21,GC,C,50,20,-15,5,25,10,-10,15,234,230,-1.7094,5,48.05,0.3,7.04
7793.T,2025-07-15,GC,B,68,10,-15,15,25,10,8,15,1317,1332,1.139,5,63.04,0.66,3.92
7246.T,2025-07-30,GC,C,48,20,-15,-5,25,0,8,15,598,615,2.8428,5,92.31,0.5,9.45
9274.T,2025-07-01,GC,A,83,20,0,15,25,0,8,15,742,756,1.8868,5,67.03,0.99,9.67
6381.T,2025-07-02,GC,C,45,-10,10,15,25,0,-10,15,1426,1444,1.2623,5,57.42,1.19,12.59
6824.T,2025-07-23,GC,C,55,10,0,5,25,10,-10,15,2579,2710,5.0795,5,49.6,0.73,5.02
9244.T,2025-07-01,GC,B,60,20,-15,15,25,10,-10,15,794,786,-1.0076,5,52.2,0.04,6.65
1483.T,2025-07-16,GC,C,40,0,-15,15,25,10,-10,15,2900,3005,3.6207,5,52.09,0.09,3.55
7129.T,2025-07-29,GC,C,50,10,-15,15,25,10,-10,15,1124,1138,1.2456,5,65.22,0.13,2.79
3023.T,2025-07-09,GC,C,45,-20,10,15,25,10,15,-10,1465,1471,0.4096,5,55.24,1.23,2.4
3474.T,2025-07-23,GC,A,83,10,0,15,25,10,8,15,592,606,2.3649,5,68,0.79,3.95
6151.T,2025-07-24,GC,A,93,10,10,15,25,10,8,15,1844,1925,4.3926,5,60.59,1.42,5.11
2629.T,2025-07-20,GC,B,73,20,10,-5,25,0,8,15,3055,3180,4.0917,5,84.3,1.05,9.61
6652.T,2025-07-28,GC,C,48,0,10,15,15,10,8,-10,2288,2339,2.229,5,64.11,1.07,1.17
9340.T,2025-07-14,GC,B,60,20,-15,15,25,10,-10,15,607,593,-2.3064,5,51.58,0.55,4.75
4829.T,2025-07-14,GC,A,100,10,20,15,25,10,8,15,119,120,0.8403,5,58.82,1.56,3.83
2916.T,2025-07-02,GC,B,65,10,10,5,25,10,-10,15,753,751,-0.2656,5,47.37,1.19,3.67
8511.T,2025-07-28,GC,A,83,10,0,15,25,10,8,15,1802,1829,1.4983,5,65.93,0.98,5.45
9685.T,2025-07-15,GC,D,0,-20,-15,15,0,10,8,-10,643,645,0.311,5,56.1,0.16,1.25
184A.T,2025-07-14,GC,D,0,-20,-15,-15,25,0,-10,15,575,544,-5.3913,5,16.54,0.45,14.16
5131.T,2025-07-15,GC,C,50,20,-15,15,25,0,-10,15,183,180,-1.6393,5,51.35,0.32,13.33
8130.T,2025-07-22,GC,D,5,-20,0,-15,25,10,-10,15,2900,3015,3.9655,5,40.88,0.96,0.22
9306.T,2025-07-01,GC,B,60,20,-15,15,25,10,-10,15,1615,1607,-0.4954,5,63.92,0.6,6.6
2012.T,2025-07-07,GC,D,0,-10,-15,15,0,10,-10,-10,211.5,215.2,1.7494,5,53.39,0.13,0.56
1624.T,2025-07-06,GC,B,68,20,-15,15,25,0,8,15,65140,63370,-2.7172,5,63.29,0.13,10.33
9509.T,2025-07-31,GC,C,58,20,10,-5,25,-15,8,15,906.9,1022.5,12.7467,5,84.19,1.5,22.81
2567.T,2025-07-30,GC,B,68,20,-15,15,25,0,8,15,396.3,403.9,1.9177,4,66.67,0.06,8.17
4228.T,2025-07-14,GC,D,33,10,0,15,0,10,8,-10,342,338,-1.1696,5,69.05,0.85,4.05
8059.T,2025-07-30,GC,B,65,20,0,15,25,0,-10,15,2566,2768,7.8722,5,58.41,0.89,9.54
1911.T,2025-07-09,GC,D,5,0,-15,5,25,10,-10,-10,1430.5,1418.5,-0.8389,5,47.7,0.63,0.82
6312.T,2025-07-20,GC,B,68,20,20,-5,25,-15,8,15,1148,1155,0.6098,5,95.18,1.66,47.61
8624.T,2025-07-07,GC,D,35,-20,10,5,25,10,-10,15,779,803,3.0809,5,46.34,1.17,2.06
5195.T,2025-07-01,GC,B,78,20,-15,15,25,10,8,15,1677,1715,2.266,5,58.37,0.67,4.93
9060.T,2025-07-28,GC,B,75,20,10,15,25,0,-10,15,4390,4280,-2.5057,3,55.84,1.25,10.43
8551.T,2025-07-28,GC,B,63,20,0,-5,25,0,8,15,3295,3330,1.0622,5,73.42,0.93,12.45
4011.T,2025-07-14,GC,D,30,20,-15,-15,25,10,-10,15,3855,3775,-2.0752,5,37.95,0.38,6.14
6322.T,2025-07-21,GC,D,25,10,-15,15,25,10,-10,-10,1576,1576,0,5,54.03,0.63,0.85
5619.T,2025-07-27,GC,D,10,0,-15,-15,25,10,-10,15,990,1100,11.1111,5,40.79,0.32,3.07
1605.T,2025-07-01,GC,C,50,20,-15,5,25,10,-10,15,1999,2050.5,2.5763,5,46.35,0.38,2.76
3939.T,2025-07-23,GC,B,75,10,10,15,25,10,-10,15,437,439,0.4577,5,62,1.28,5.29
7927.T,2025-07-02,GC,D,10,10,-15,-15,15,10,15,-10,1501,1529,1.8654,5,38.03,0.61,1.41
7716.T,2025-07-23,GC,B,75,0,20,15,25,10,15,-10,1953,1920,-1.6897,5,59.74,1.51,3.76
2323.T,2025-07-06,GC,A,93,20,0,15,25,10,8,15,145.7,150,2.9513,5,54.52,0.99,5.22
2564.T,2025-07-30,GC,C,58,20,-15,-5,25,10,8,15,2935,2985,1.7036,5,73.09,0.29,6.6
1566.T,2025-07-03,GC,C,48,10,-15,-5,25,10,8,15,49650,49680,0.0604,5,72.8,0.36,3.17
5449.T,2025-07-09,GC,A,100,20,20,15,25,0,15,15,2941,2868,-2.4821,5,65.62,1.57,10.33
8135.T,2025-07-23,GC,B,63,10,0,-5,25,10,8,15,442,446,0.905,5,80,0.77,7
4406.T,2025-07-09,GC,B,78,20,-15,15,25,10,8,15,204,208,1.9608,5,69.77,0.55,7.2
7413.T,2025-07-17,GC,D,0,-20,0,-15,25,-10,-10,15,2516,2570,2.1463,5,39.16,0.81,-0.24
3791.T,2025-07-20,GC,D,0,-20,0,-15,25,-10,-10,15,1720,1700,-1.1628,5,15.99,0.81,-20.67
