symbol,detected_at,signal_type,rank,total_score,score_slope,score_volume,score_rsi,score_hold,score_deviation,score_macd,score_weekly,entry_price,exit_price,return_pct,holding_days,rsi_value,volume_ratio,deviation_pct
3417.T,2025-06-24,GC,D,5,20,-15,-15,25,-15,-10,15,1065,1086,1.9718,10,42.86,0.53,17.67
9558.T,2025-06-22,GC,C,48,10,-15,-5,25,10,8,15,2169,2322,7.0539,10,74.7,0.22,3.67
1593.T,2025-06-23,GC,D,30,0,-15,5,25,10,-10,15,25990,26415,1.6352,10,49.43,0.62,2.9
7314.T,2025-06-25,GC,D,0,-20,-15,-15,25,10,-10,15,1008,1053,4.4643,10,44,0.63,0.29
6356.T,2025-06-11,GC,A,100,20,20,15,25,0,8,15,539,562,4.2672,10,64.49,1.52,11.51
6337.T,2025-06-15,GC,C,55,20,10,-5,25,0,-10,15,1640,1644,0.2439,10,71.3,1.45,8.83
8944.T,2025-06-17,GC,C,55,10,0,5,25,10,-10,15,200,198,-1,10,46.67,0.89,4.91
4075.T,2025-06-23,GC,C,53,20,-15,15,25,-15,8,15,825,796,-3.5152,10,65.11,0.43,20.63
5900.T,2025-06-19,GC,B,68,10,-15,15,25,10,8,15,804,870,8.209,10,60.67,0.04,1.65
8066.T,2025-06-16,GC,B,68,20,-15,15,25,0,8,15,2188,2148,-1.8282,10,67.99,0.13,10.38
5946.T,2025-06-26,GC,D,23,-20,20,15,0,10,8,-10,1836,1877,2.2331,10,51.85,2.57,0.67
8085.T,2025-06-18,GC,A,85,20,20,15,25,0,-10,15,3295,3210,-2.5797,10,57.14,2.51,10.77
4575.T,2025-06-10,GC,D,0,-20,-15,-15,25,-10,-10,15,954,938,-1.6771,10,6.42,0.45,-5.8
6507.T,2025-06-10,GC,C,58,20,10,-5,25,-15,8,15,8750,8680,-0.8,10,79.88,1.43,36.07
5805.T,2025-06-12,GC,B,65,10,0,15,25,10,-10,15,6770,7580,11.9645,10,55.15,0.79,6.6
6310.T,2025-06-03,GC,C,58,20,20,-5,15,-15,8,15,1294,1263,-2.3957,10,82.23,2.91,20.94
7734.T,2025-06-11,GC,B,65,20,10,-5,25,10,-10,15,2922,2918,-0.1369,10,72.44,1.31,7.85
5101.T,2025-06-15,GC,A,95,20,20,15,25,10,-10,15,3420,3972,16.1404,10,50.77,1.8,3.66
2485.T,2025-06-09,GC,C,58,20,-15,-5,25,10,8,15,500,515,3,10,72.46,0.49,8
7637.T,2025-06-10,GC,C,40,10,0,15,0,10,-10,15,2250,2234,-0.7111,10,57.94,0.78,1.34
6349.T,2025-06-26,GC,C,50,20,0,15,25,-15,-10,15,1498,1519,1.4019,10,63.69,0.76,15.12
5542.T,2025-06-29,GC,B,73,20,0,-5,25,10,8,15,731,826,12.9959,10,73.03,0.75,6.32
4958.T,2025-06-12,GC,B,63,10,0,-5,25,10,8,15,2968,3030,2.0889,10,72.73,0.98,4.32
4428.T,2025-06-09,GC,A,85,20,10,15,25,10,-10,15,913,851,-6.7908,10,60.75,1.41,7.51
6597.T,2025-06-24,GC,B,78,20,10,15,25,-15,8,15,2081,1829,-12.1096,10,63.89,1.05,51.56
6080.T,2025-06-30,GC,A,85,20,10,15,25,10,-10,15,3010,2962,-1.5947,10,64.72,1.11,7.26
6284.T,2025-06-10,GC,B,68,20,0,15,25,-15,8,15,6050,5740,-5.124,10,69.66,0.83,19.56
3844.T,2025-06-30,GC,D,35,0,10,-15,25,10,-10,15,1700,1703,0.1765,10,28.24,1.46,0.44
3283.T,2025-06-23,GC,C,43,10,-15,15,0,10,8,15,80500,80900,0.4969,10,70,0.48,2.63
6086.T,2025-06-23,GC,C,48,20,0,-5,25,-15,8,15,930,945,1.6129,10,79.21,0.76,18.13
4043.T,2025-06-17,GC,C,50,10,-15,15,25,10,-10,15,2916.5,2953,1.2515,10,59.85,0.58,5.29
3266.T,2025-06-30,GC,A,100,10,20,15,25,10,8,15,87,87,0,10,66.67,1.64,7.39
1579.T,2025-06-17,GC,A,90,10,10,15,25,0,15,15,275.5,296,7.441,10,58.95,1.18,9.42
9890.T,2025-06-16,GC,A,83,10,20,-5,25,10,8,15,1075,1058,-1.5814,10,80.88,2.38,3.79
8060.T,2025-06-26,GC,B,65,0,10,15,25,10,-10,15,2689.5,2545.5,-5.3542,10,63.35,1.24,4.77
9900.T,2025-06-23,GC,D,35,0,10,5,25,-10,-10,15,1706,1672,-1.993,10,47.89,1.19,-0.66
7014.T,2025-06-08,GC,C,58,20,0,15,15,-15,8,15,2491,2756,10.6383,10,67.07,0.82,15.56
5703.T,2025-06-29,GC,C,55,-10,10,15,25,10,-10,15,1629,1659,1.8416,10,55.7,1.49,5.27
9327.T,2025-06-22,GC,D,33,20,-15,-5,25,-15,8,15,338,401,18.6391,10,78.99,0.37,26.33
1493.T,2025-06-09,GC,C,48,10,-15,-5,25,10,8,15,20080,20105,0.1245,10,81.57,0.25,5.12
7373.T,2025-06-18,GC,B,75,20,10,15,25,0,-10,15,2001,1913,-4.3978,10,53.98,1.03,12.07
153A.T,2025-06-10,GC,B,75,20,20,-5,25,-15,15,15,1668,1869,12.0504,10,72.86,2.88,42.36
4582.T,2025-06-19,GC,B,60,20,-15,15,25,10,-10,15,175,167,-4.5714,10,53.25,0.49,6.33
5259.T,2025-06-04,GC,D,28,10,0,-5,15,10,8,-10,1190,1209,1.5966,10,76.71,0.75,3.52
4094.T,2025-06-10,GC,C,50,20,10,5,25,-15,-10,15,1961,1992,1.5808,10,47.71,1.28,20.59
163A.T,2025-06-26,GC,B,73,20,10,-5,25,0,8,15,8840,9000,1.81,10,72.35,1.24,14.83
3611.T,2025-06-17,GC,D,0,-20,-15,-15,25,10,-10,-10,1801,1815,0.7773,10,40.57,0.6,0.33
8795.T,2025-06-26,GC,C,45,10,10,-15,25,10,-10,15,3147,3168,0.6673,10,25.06,1.16,2.04
4396.T,2025-06-25,GC,B,60,10,20,15,25,-15,-10,15,1273.5,1302.5,2.2772,10,56.7,1.57,15.96
2513.T,2025-06-26,GC,A,100,10,20,15,25,10,8,15,2640,2734.5,3.5795,10,62.62,2.13,6.42
7046.T,2025-06-25,GC,B,68,20,20,-5,25,-15,8,15,1902,1630,-14.3007,10,77.24,119.89,42.24
7374.T,2025-06-09,GC,A,90,10,20,-5,25,10,15,15,1555,1549,-0.3859,10,73.65,5.9,5.59
9034.T,2025-06-15,GC,A,85,20,20,15,25,0,-10,15,1278,1309,2.4257,10,64.97,1.58,12.26
4570.T,2025-06-22,GC,B,65,20,20,-15,25,10,-10,15,495,492,-0.6061,10,28.13,2.7,1.6
7811.T,2025-06-04,GC,A,83,10,10,15,15,10,8,15,1730,1705,-1.4451,10,63.79,1.15,2.31
8563.T,2025-06-10,GC,C,58,20,10,-5,0,10,8,15,718,717,-0.1393,10,70.18,1.01,2.76
4935.T,2025-06-18,GC,D,5,20,-15,-15,25,-15,-10,15,406,327.6,-19.3103,10,30.71,0.6,38.14
7173.T,2025-06-19,GC,B,73,20,10,-5,25,0,8,15,6070,6380,5.1071,10,77.92,1.14,12.55
7735.T,2025-06-24,GC,B,60,-20,10,15,25,0,15,15,5520,6010,8.8768,10,59.54,1.35,8.51
8253.T,2025-06-15,GC,B,75,20,10,15,25,0,-10,15,4023,3900,-3.0574,10,60.8,1.46,11.19
2250.T,2025-06-25,GC,B,75,0,20,15,25,10,-10,15,246.8,251.1,1.7423,10,53.45,2.64,2.92
7189.T,2025-06-22,GC,D,25,-20,20,-15,25,10,-10,15,2136,2185,2.294,10,37.79,3.42,4.64
6794.T,2025-06-26,GC,C,48,20,0,-5,25,-15,8,15,1555,1555,0,10,76.47,0.85,17.65
1397.T,2025-06-03,GC,D,20,20,-15,-15,15,10,-10,15,37890,38820,2.4545,10,43.27,0.01,1.84
1965.T,2025-06-26,GC,D,33,20,-15,-5,25,-15,8,15,3690,3670,-0.542,10,74.57,0.56,22.86
6877.T,2025-06-24,GC,C,45,-20,10,15,25,10,-10,15,3520,3635,3.267,10,53.23,1.41,3.61
4889.T,2025-06-22,GC,C,53,20,-15,15,25,-15,8,15,2095,2287,9.1647,10,69,0.37,58.47
6185.T,2025-06-19,GC,D,0,-20,-15,-15,25,10,-10,15,431,418,-3.0162,10,32.97,0.57,4.21
2857.T,2025-06-29,GC,D,0,0,-15,5,15,-10,-10,-10,660,657.1,-0.4394,10,48.61,0.01,-0.17
8198.T,2025-06-11,GC,B,73,20,0,-5,25,10,8,15,3275,3210,-1.9847,10,74.24,0.78,7.27
7371.T,2025-06-24,GC,B,65,10,0,15,25,10,-10,15,630,642,1.9048,10,67.06,0.73,8
4262.T,2025-06-04,GC,D,0,-20,0,5,25,10,-10,-10,1191,1174,-1.4274,10,48.99,0.74,0.67
9361.T,2025-06-16,GC,A,95,20,20,15,25,10,-10,15,1650,1651,0.0606,10,58.7,1.64,1.95
9519.T,2025-06-10,GC,B,65,10,0,15,25,10,-10,15,676,632,-6.5089,10,57.33,0.82,3.16
7097.T,2025-06-09,GC,B,63,20,0,-5,25,0,8,15,2276,2384,4.7452,10,92.39,0.86,10.67
7239.T,2025-06-29,GC,C,55,0,0,15,25,10,-10,15,1724,1763,2.2622,10,60.2,0.89,3.24
1952.T,2025-06-03,GC,D,35,20,-15,15,25,-15,-10,15,2229,2293,2.8712,10,67.74,0.67,18.52
3553.T,2025-06-04,GC,C,50,20,-15,15,25,0,-10,15,780,773,-0.8974,10,69.23,0.37,9.79
9115.T,2025-06-12,GC,A,85,20,20,15,25,0,-10,15,689,670,-2.7576,10,58.95,2.46,9.9
6976.T,2025-06-12,GC,B,65,20,0,15,15,10,-10,15,2415,2522.5,4.4513,10,57.9,0.95,2.68
2607.T,2025-06-09,GC,D,25,-20,0,5,25,10,15,-10,2964,2828,-4.5884,10,48.93,0.8,0.67
6635.T,2025-06-08,GC,B,65,10,0,15,25,10,-10,15,478,471,-1.4644,10,50,0.87,1.17
7120.T,2025-06-11,GC,C,50,20,-15,5,25,10,-10,15,736.7,753.3,2.2533,10,49.57,0.4,5.88
7049.T,2025-06-22,GC,A,83,20,20,-5,25,0,8,15,873,860,-1.4891,10,82.35,1.98,8.13
5928.T,2025-06-15,GC,B,68,20,-15,15,25,0,8,15,283,285,0.7067,10,67.14,0.09,8.87
5582.T,2025-06-12,GC,C,58,20,20,-5,15,-15,8,15,2975,2557,-14.0504,10,74.88,2.46,23.7
4264.T,2025-06-16,GC,D,0,-20,20,-15,25,-10,-10,-10,1687,1622,-3.853,10,34.56,1.79,-0.5
224A.T,2025-06-16,GC,A,88,20,20,15,25,-15,8,15,1214,1248,2.8007,10,64.53,1.82,38.4
5587.T,2025-06-29,GC,D,35,20,-15,15,25,-15,-10,15,908,909,0.1101,10,55.03,0.31,16.21
8127.T,2025-06-18,GC,B,63,20,0,-5,25,0,8,15,391,403,3.0691,10,75.93,0.95,11.58
4403.T,2025-06-24,GC,D,35,20,-15,15,25,-15,-10,15,2693.5,2857,6.0702,10,65.03,0.66,18.87
9214.T,2025-06-05,GC,D,20,10,-15,-15,25,10,-10,15,1420,1382,-2.6761,10,41.8,0.63,5.06
4833.T,2025-06-22,GC,C,48,-20,20,15,25,-15,8,15,111,92,-17.1171,10,68,5.71,31.81
3415.T,2025-06-10,GC,D,38,20,0,-5,15,-15,8,15,404,425,5.198,10,94.35,0.76,37.25
4203.T,2025-06-29,GC,B,60,20,10,15,25,-15,-10,15,4169,4187,0.4318,10,68.05,1.34,16.6
4633.T,2025-06-18,GC,B,65,10,0,15,25,10,-10,15,1945,1972,1.3882,10,58.88,0.88,4.48
4095.T,2025-06-23,GC,B,65,10,0,15,25,10,-10,15,1242,1297,4.4283,10,56.25,0.82,2.14
1799.T,2025-06-05,GC,C,50,20,-15,15,25,0,-10,15,2865,2881,0.5585,10,53.44,0.54,10.08
9279.T,2025-06-10,GC,C,58,20,10,-5,25,-15,8,15,3920,3635,-7.2704,10,83.43,1.03,15.28
8979.T,2025-06-19,GC,B,68,10,-15,15,25,10,8,15,178100,176300,-1.0107,10,68.03,0.55,2.51
7979.T,2025-06-09,GC,D,0,-20,0,-15,25,-10,-10,15,2044,2053,0.4403,10,42.7,0.91,-2.29
5535.T,2025-06-24,GC,D,0,-20,0,-15,25,-10,-10,-10,958,956,-0.2088,10,32.36,0.78,-14.74
2884.T,2025-06-19,GC,A,85,20,-15,15,25,10,15,15,1033,1039,0.5808,10,55.17,0.7,7.82
5242.T,2025-06-15,GC,C,53,20,-15,15,25,-15,8,15,1756,1700,-3.1891,10,61.53,0.07,30.74
4414.T,2025-06-10,GC,C,45,20,10,-15,25,0,-10,15,2174,2024,-6.8997,10,39.51,1.04,8.6
6403.T,2025-06-08,GC,B,60,20,-15,15,25,10,-10,15,1942,1908,-1.7508,10,60.68,0.32,7.74
6406.T,2025-06-22,GC,B,73,20,20,-5,15,0,8,15,6300,5951,-5.5397,10,73.15,4.06,8.13
3065.T,2025-06-29,GC,D,0,-10,-15,-15,25,10,-10,15,1666,1669,0.1801,10,42.86,0.57,1.08
3089.T,2025-06-18,GC,C,58,0,-15,15,25,10,8,15,890,890,0,10,66.67,0.51,1.66
2175.T,2025-06-12,GC,D,30,20,0,-5,25,-15,-10,15,1470.5,1478,0.51,10,70.18,0.9,17.67
8012.T,2025-06-30,GC,B,60,-10,10,-5,25,10,15,15,694.9,712.4,2.5183,10,72.23,1.44,5.34
9057.T,2025-06-30,GC,A,100,20,20,15,25,10,15,15,2985,3115,4.3551,10,67.65,2.29,6.09
3968.T,2025-06-30,GC,D,25,0,0,-15,25,10,-10,15,506,506,0,10,43.4,0.95,1.27
1489.T,2025-06-26,GC,D,0,-20,0,-15,25,-10,-10,-10,2231,2255,1.0758,10,42.98,0.89,-0.43
7885.T,2025-06-23,GC,C,45,-20,10,15,25,10,-10,15,722,733,1.5235,10,59.26,1.07,0.67
7795.T,2025-06-30,GC,A,95,20,20,15,25,10,-10,15,174,183,5.1724,10,50,2.59,5.03
7292.T,2025-06-04,GC,B,63,20,0,-5,25,0,8,15,6090,5980,-1.8062,10,78.1,0.83,10.66
4430.T,2025-06-08,GC,D,0,-10,-15,-15,25,-10,-10,15,1586,1546,-2.5221,10,18.72,0.68,-0.1
5388.T,2025-06-08,GC,B,73,10,0,15,15,10,8,15,1070,1040,-2.8037,10,66.67,0.9,2.09
4447.T,2025-06-22,GC,B,68,20,20,-5,25,-15,8,15,568,568,0,10,78.95,7.53,16.4
3135.T,2025-06-25,GC,B,75,10,20,5,25,10,-10,15,1606,1534,-4.4832,10,45.09,1.78,6.06
4448.T,2025-06-11,GC,D,28,-20,10,15,15,10,8,-10,474,464,-2.1097,10,55.42,1.07,2.44
4316.T,2025-06-12,GC,B,60,20,-15,15,25,10,-10,15,370,377,1.8919,10,51.85,0.28,3.41
3687.T,2025-06-12,GC,B,70,20,20,15,25,-15,-10,15,2229,2111,-5.2939,10,66.42,2,23.92
7943.T,2025-06-09,GC,D,25,10,-15,15,0,10,-10,15,3035,2982,-1.7463,10,57.45,0.54,1.52
6090.T,2025-06-04,GC,B,68,20,20,-5,25,-15,8,15,869,767,-11.7376,10,86.88,1.61,23.37
4427.T,2025-06-03,GC,D,20,20,-15,-15,25,0,-10,15,277,407,46.9314,10,34.78,0.43,9.11
6834.T,2025-06-08,GC,C,48,20,10,-5,15,-15,8,15,5310,5400,1.6949,10,73.53,1.44,27.5
6814.T,2025-06-16,GC,C,48,20,0,-5,25,-15,8,15,3120,3755,20.3526,10,85.1,0.78,21.9
6776.T,2025-06-10,GC,D,0,-20,-15,-15,25,-10,-10,-10,252,264,4.7619,10,40,0.68,-2.2
6635.T,2025-06-18,GC,C,45,-10,10,5,25,10,-10,15,478,469,-1.8828,10,46.43,1.01,1.8
8542.T,2025-06-19,GC,B,75,10,20,15,15,10,-10,15,1207,1216,0.7457,10,64.18,2.33,2.08
3416.T,2025-06-29,GC,B,75,10,-15,15,25,10,15,15,952,977,2.6261,10,59.15,0.41,3.33
8934.T,2025-06-19,GC,A,80,-20,20,15,25,10,15,15,2104,2049,-2.6141,10,57.49,2.14,5.63
3682.T,2025-06-16,GC,D,20,-20,-15,15,25,10,-10,15,614,621,1.1401,10,52.17,0.67,1.03
6619.T,2025-06-16,GC,C,45,20,20,-15,25,-10,-10,15,248,255,2.8226,10,31.25,1.89,-1.61
8053.T,2025-06-23,GC,D,10,-20,-15,5,25,10,-10,15,3592,3678,2.3942,10,45.09,0.56,2.34
1675.T,2025-06-12,GC,C,58,20,-15,15,15,0,8,15,14075,14535,3.2682,10,65.44,0.62,8.38
2903.T,2025-06-05,GC,D,33,20,-15,-5,25,-15,8,15,1201,1205,0.3331,10,75.42,0.17,22.15
2226.T,2025-06-08,GC,B,68,10,-15,15,25,10,8,15,4730,4780,1.0571,10,60,0.47,3.68
4658.T,2025-06-23,GC,C,50,10,-15,15,25,10,-10,15,1097,1091,-0.5469,10,52.51,0.65,6.55
7643.T,2025-06-15,GC,C,48,10,-15,-5,25,10,8,15,1460,1554,6.4384,10,71.67,0.34,4.86
5582.T,2025-06-30,GC,C,45,20,0,-15,25,10,-10,15,2543,2482,-2.3987,10,36.17,0.85,5.11
1622.T,2025-06-09,GC,D,20,-10,-15,5,25,10,-10,15,30100,29070,-3.4219,10,45.86,0.35,0.66
3395.T,2025-06-12,GC,D,0,-20,-15,-15,25,-10,-10,-10,2381,2329,-2.184,10,38.98,0.66,-1.53
6027.T,2025-06-16,GC,C,55,20,0,5,25,0,-10,15,3095,3140,1.454,10,46.15,0.79,8.26
2098.T,2025-06-03,GC,A,100,10,20,15,25,10,8,15,983,1031,4.883,10,63.04,2.1,2.1
2121.T,2025-06-18,GC,B,75,20,10,15,15,10,-10,15,3400,3365,-1.0294,10,56.25,1.49,3.6
3908.T,2025-06-05,GC,D,35,20,-15,15,25,10,-10,-10,308,320,3.8961,10,54.8,0.31,0.29
6384.T,2025-06-25,GC,D,0,-20,-15,-15,0,-10,-10,-10,1347,1345,-0.1485,10,40.98,0.39,-0.43
1780.T,2025-06-24,GC,D,0,-20,-15,15,25,-10,-10,-10,1207,1283,6.2966,10,50,0.51,-1.02
9845.T,2025-06-10,GC,C,50,10,-15,15,25,10,-10,15,826,833,0.8475,10,54.12,0.35,2.29
8105.T,2025-06-18,GC,D,5,20,-15,-15,25,-15,-10,15,54,52,-3.7037,10,32.43,0.28,18.66
8793.T,2025-06-08,GC,D,0,-20,0,5,25,-10,-10,-10,3750,3710,-1.0667,10,45.21,0.72,-1.99
1976.T,2025-06-05,GC,B,65,20,0,15,25,0,-10,15,1464,1460,-0.2732,10,62.69,0.82,10.03
4539.T,2025-06-11,GC,C,40,0,-15,15,25,10,15,-10,1477,1474,-0.2031,10,62.62,0.09,0.04
6266.T,2025-06-18,GC,C,48,20,0,15,15,0,8,-10,2053,2100,2.2893,10,65.02,0.83,9.19
8877.T,2025-06-25,GC,B,73,10,0,5,25,10,8,15,4500,4625,2.7778,10,46.34,0.79,4.57
6134.T,2025-06-08,GC,B,60,20,-15,15,25,10,-10,15,2253.5,2564.5,13.8008,10,68.38,0.56,5.03
3249.T,2025-06-11,GC,A,83,10,20,-5,25,10,8,15,120700,122300,1.3256,10,98.21,1.54,3.48
1980.T,2025-06-11,GC,B,65,10,10,15,25,0,-10,15,1405,1425,1.4235,10,52.08,1.08,8.87
146A.T,2025-06-25,GC,C,58,20,10,-5,25,-15,8,15,2605,2700,3.6468,10,71.58,1.03,23.39
4443.T,2025-06-19,GC,B,68,10,20,15,25,0,8,-10,2158,2036,-5.6534,10,64.73,1.52,9.19
3092.T,2025-06-25,GC,D,35,-20,10,5,25,10,-10,15,1533,1534,0.0652,10,46.58,1.15,1.74
6566.T,2025-06-29,GC,A,83,20,20,-5,25,0,8,15,1168,1176,0.6849,10,73.14,4.41,13.8
5868.T,2025-06-22,GC,C,55,20,0,5,25,0,-10,15,942,949,0.7431,10,48.48,0.95,8.63
7080.T,2025-06-08,GC,B,68,20,0,15,25,-15,8,15,706,698,-1.1331,10,60.84,0.96,15.62
3089.T,2025-06-11,GC,A,93,0,20,15,25,10,8,15,880,895,1.7045,10,55.26,1.8,0.63
3793.T,2025-06-25,GC,D,0,-20,-15,15,0,10,15,-10,558,543,-2.6882,10,58,0.57,2.62
6023.T,2025-06-03,GC,D,28,20,-15,15,0,10,8,-10,1883,1918,1.8587,10,53.51,0.54,6.12
6858.T,2025-06-11,GC,C,48,20,-15,-5,25,0,8,15,601,600,-0.1664,10,79.73,0.55,10.89
6208.T,2025-06-03,GC,A,93,20,20,-5,25,10,8,15,1469,1464,-0.3404,10,74.14,1.59,7.82
3459.T,2025-06-25,GC,D,38,10,-15,-5,15,10,8,15,97200,96700,-0.5144,10,87.14,0.36,4.5
9236.T,2025-06-17,GC,C,40,20,-15,5,25,0,-10,15,1460,1441,-1.3014,10,49.39,0.56,14.48
7067.T,2025-06-18,GC,C,58,20,10,-5,0,10,8,15,960,983,2.3958,10,74.15,1.12,6.22
6785.T,2025-06-03,GC,B,63,20,0,-5,15,10,8,15,1727,1779,3.011,10,74.76,0.78,4.92
2705.T,2025-06-05,GC,B,75,0,20,15,25,10,-10,15,5260,5320,1.1407,10,54.55,1.86,0.8
3920.T,2025-06-12,GC,B,60,20,20,5,25,-15,-10,15,914,872,-4.5952,10,47.95,2.56,16.83
9433.T,2025-06-12,GC,D,0,-20,0,-15,25,-10,-10,15,2440.5,2394,-1.9053,10,29.05,0.84,-1.32
1301.T,2025-06-24,GC,D,15,-10,0,-15,25,10,-10,15,4400,4505,2.3864,10,25,0.77,2.41
9535.T,2025-06-26,GC,A,93,10,10,15,25,10,8,15,354,355,0.2825,10,51.85,1.36,1.59
3176.T,2025-06-29,GC,A,100,0,20,15,25,10,15,15,1452,1476,1.6529,10,58.02,2.42,3.26
8544.T,2025-06-04,GC,D,33,20,-15,-5,25,-15,8,15,973,991,1.8499,10,74.48,0.45,15.09
8395.T,2025-06-25,GC,A,100,20,10,15,25,10,8,15,2297,2364,2.9168,10,66.07,1.18,6.48
3663.T,2025-06-17,GC,B,68,20,-15,15,25,0,8,15,1525,1487,-2.4918,10,68.12,0.62,14.86
4168.T,2025-06-18,GC,D,30,20,-15,-15,25,10,-10,15,797,786,-1.3802,10,34.36,0.56,7.54
4575.T,2025-06-24,GC,D,0,-20,-15,-15,25,-10,-10,-10,938,1014,8.1023,10,40.43,0.54,-5.84
9423.T,2025-06-17,GC,D,25,0,0,-15,25,10,-10,15,107,113,5.6075,10,36.36,0.75,1.05
3634.T,2025-06-26,GC,C,40,10,-15,5,25,10,-10,15,563,605,7.46,10,47.78,0.2,1.22
2136.T,2025-06-18,GC,C,50,10,-15,15,25,10,-10,15,1175,1230,4.6809,10,57.75,0.36,6.17
1965.T,2025-06-19,GC,D,33,20,-15,-5,25,-15,8,15,3740,3640,-2.6738,10,79.33,0.61,26.57
6193.T,2025-06-11,GC,D,0,-20,0,-15,25,-10,-10,-10,785,831,5.8599,10,24.39,0.83,-3.69
6378.T,2025-06-17,GC,B,70,20,20,15,25,-15,-10,15,900,891,-1,10,63.23,1.55,17.23
2840.T,2025-06-05,GC,A,85,20,20,15,15,10,-10,15,1793,1815,1.227,10,51.75,1.56,5.33
7781.T,2025-06-19,GC,A,83,10,0,15,25,10,8,15,1076,1023,-4.9257,10,64.29,0.89,6.06
1619.T,2025-06-10,GC,C,50,10,-15,15,25,10,-10,15,32730,32850,0.3666,10,57.34,0.17,4.25
9201.T,2025-06-18,GC,D,35,10,0,-15,25,10,-10,15,2832,2956,4.3785,10,40.4,0.92,5.65
5602.T,2025-06-15,GC,D,15,20,-15,-5,25,-15,-10,15,1140,1134,-0.5263,10,72.22,0.62,16.99
3682.T,2025-06-09,GC,D,10,-20,-15,5,25,10,-10,15,616,621,0.8117,10,45.45,0.33,1.38
8595.T,2025-06-18,GC,C,55,0,10,15,25,0,-10,15,2478,2430.5,-1.9169,10,68.94,1.29,8.99
9107.T,2025-06-19,GC,D,5,-20,20,-15,25,-10,-10,15,2025,2040.5,0.7654,10,26.62,2.1,-0.96
7715.T,2025-06-23,GC,B,75,20,0,15,25,10,-10,15,1907,1896,-0.5768,10,54.08,0.97,1.6
3774.T,2025-06-04,GC,B,73,20,10,-5,25,0,8,15,2897.5,2786.5,-3.8309,10,74.14,1.14,10.06
6046.T,2025-06-22,GC,B,78,20,-15,15,25,10,8,15,118,137,16.1017,10,54.17,0.53,5
6907.T,2025-06-19,GC,B,70,20,20,15,25,-15,-10,15,955,814,-14.7644,10,57.78,1.72,20.08
6338.T,2025-06-12,GC,B,75,20,10,15,25,0,-10,15,1566,1687,7.7267,10,55.15,1.49,11.18
7254.T,2025-06-05,GC,C,45,20,10,-15,15,10,-10,15,384,430,11.9792,10,24.64,1.2,0.11
1959.T,2025-06-04,GC,B,63,20,0,-5,25,0,8,15,5329,5789,8.632,10,80.75,0.83,10.6
7447.T,2025-06-09,GC,D,0,-20,-15,-15,25,-10,-10,15,1925,1916,-0.4675,10,26.12,0.51,-3.14
7182.T,2025-06-25,GC,B,65,10,0,15,25,10,-10,15,1528,1585,3.7304,10,56.45,0.91,2.58
9436.T,2025-06-22,GC,C,55,20,10,-5,25,0,-10,15,2505,2520,0.5988,10,80.43,1.35,12.95
7254.T,2025-06-11,GC,B,75,20,10,5,25,10,-10,15,402,449,11.6915,10,46.88,1.2,5.09
8037.T,2025-06-15,GC,C,45,20,10,-15,25,0,-10,15,2316,2478,6.9948,10,42.39,1.33,11.91
