symbol,detected_at,signal_type,rank,total_score,score_slope,score_volume,score_rsi,score_hold,score_deviation,score_macd,score_weekly,entry_price,exit_price,return_pct,holding_days,rsi_value,volume_ratio,deviation_pct
9193.T,2025-06-24,GC,C,55,10,20,-15,25,10,-10,15,915,900,-1.6393,10,23.44,2.06,5.14
3481.T,2025-06-22,GC,B,73,-20,20,15,25,10,8,15,118400,120800,2.027,10,53.57,2.13,1.47
6963.T,2025-06-23,GC,B,75,20,20,-5,25,-15,15,15,1775,1851.5,4.3099,10,76.11,3.61,21.91
5186.T,2025-06-25,GC,C,55,10,20,-15,25,10,-10,15,3750,3845,2.5333,10,42.86,1.79,1.37
6258.T,2025-06-15,GC,B,65,20,10,5,25,0,-10,15,1841,1995,8.365,10,46.92,1.07,13.03
2514.T,2025-06-12,GC,B,60,20,-15,15,25,10,-10,15,1681.5,1695.5,0.8326,10,65.47,0.17,4.7
9249.T,2025-06-24,GC,D,10,0,-15,-15,25,10,-10,15,1524,1515,-0.5906,10,36.17,0.17,1.16
7046.T,2025-06-17,GC,A,93,20,10,15,25,0,8,15,1506,1700,12.8818,10,63.7,1.26,14.44
197A.T,2025-06-29,GC,C,45,10,10,-15,25,10,-10,15,538,542,0.7435,10,30.11,1.34,3.36
7595.T,2025-06-03,GC,D,0,-20,0,-15,25,-10,-10,15,1257.5,1295,2.9821,10,31.25,0.73,-0.55
4926.T,2025-06-25,GC,D,20,-10,-15,5,25,10,-10,15,1128,1135,0.6206,10,45.76,0.49,0.32
2112.T,2025-06-17,GC,C,40,10,10,15,15,10,-10,-10,336,346,2.9762,10,69.7,1.03,1.82
1443.T,2025-06-11,GC,C,50,10,-15,15,25,10,-10,15,188,197,4.7872,10,50,0.49,0.79
4245.T,2025-06-12,GC,A,85,10,20,15,25,10,-10,15,685,674,-1.6058,10,53.06,2.31,1.82
213A.T,2025-06-12,GC,A,83,20,20,-5,25,0,8,15,146.1,155.7,6.5708,10,71.48,2.43,9.48
7189.T,2025-06-29,GC,C,55,0,0,15,25,10,-10,15,2166,2317,6.9714,10,52.97,0.94,5.87
4707.T,2025-06-24,GC,C,48,10,-15,-5,25,10,8,15,352,356,1.1364,10,71.43,0.19,5.32
7963.T,2025-06-19,GC,A,83,10,0,15,25,10,8,15,1712,1707,-0.2921,10,64.22,0.92,4.86
7196.T,2025-06-18,GC,C,48,10,-15,-5,25,10,8,15,854,866,1.4052,10,87.93,0.7,4.75
2040.T,2025-06-24,GC,D,30,-20,20,15,25,10,-10,-10,28920,30720,6.2241,10,57.6,2.5,4.53
5727.T,2025-06-03,GC,A,83,20,0,15,15,10,8,15,1101,1297,17.802,10,67.84,0.86,6.08
202A.T,2025-06-23,GC,B,68,20,20,-5,25,-15,8,15,1878,1695,-9.7444,10,82.26,2.21,32.78
8144.T,2025-06-30,GC,D,20,10,-15,-15,25,10,-10,15,1185,1204,1.6034,10,44.66,0.1,0.99
7167.T,2025-06-03,GC,A,83,20,10,5,25,0,8,15,727.1,741.5,1.9805,10,45.75,1.1,8.12
1570.T,2025-06-16,GC,B,75,20,0,15,25,10,-10,15,25280,28220,11.6297,10,56.06,0.99,7.98
2625.T,2025-06-22,GC,D,30,0,-15,5,25,10,-10,15,2757,2816,2.14,10,48.76,0.16,2.7
3929.T,2025-06-22,GC,D,0,-20,-15,-15,25,10,-10,15,234,251,7.265,10,33.33,0.03,0.25
1815.T,2025-06-18,GC,B,73,0,20,-5,25,10,8,15,2820,2907,3.0851,10,81.25,1.81,7.03
4565.T,2025-06-11,GC,D,13,10,-15,-5,25,0,8,-10,942,906,-3.8217,10,78.75,0.52,9.07
6820.T,2025-06-26,GC,D,15,-10,0,-15,25,10,-10,15,2922,2889,-1.1294,10,38.36,0.74,3.74
2916.T,2025-06-09,GC,B,65,10,20,-5,0,10,15,15,745,746,0.1342,10,70.89,3.65,1.94
1358.T,2025-06-16,GC,B,75,20,10,15,25,0,-10,15,47740,53500,12.0654,10,56.87,1.2,8.01
9514.T,2025-06-30,GC,D,0,-20,0,-15,25,-10,-10,-10,327,341,4.2813,10,36.11,0.95,-2.46
6490.T,2025-06-04,GC,B,65,20,20,-15,25,10,-10,15,3680,3690,0.2717,10,28.13,1.95,3.72
8237.T,2025-06-05,GC,C,40,20,-15,5,15,10,-10,15,1062,1012,-4.7081,10,49.83,0.51,3.93
7837.T,2025-06-23,GC,C,45,-20,10,15,25,10,-10,15,359,373,3.8997,10,50,1.15,3.85
2531.T,2025-06-03,GC,A,100,20,10,15,25,10,8,15,1284.5,1175.5,-8.4858,10,61.75,1.16,7.96
5108.T,2025-06-22,GC,C,45,-20,10,15,25,10,-10,15,2976,2962.5,-0.4536,10,51.66,1.16,0.28
7613.T,2025-06-26,GC,B,75,0,20,15,25,10,-10,15,1158,1217,5.095,10,56.64,2.14,6.72
4832.T,2025-06-24,GC,D,35,10,0,-15,25,10,-10,15,1750,1957,11.8286,10,40.59,0.86,5.48
3135.T,2025-06-11,GC,C,50,10,-15,15,25,10,-10,15,1575,1606,1.9683,10,51.31,0.47,5.61
2498.T,2025-06-17,GC,D,33,0,-15,15,25,10,8,-10,2515,2525,0.3976,10,62.99,0.64,1.68
3190.T,2025-06-25,GC,C,48,10,-15,-5,25,10,8,15,607,595,-1.9769,10,75,0.54,3.89
6471.T,2025-06-29,GC,A,83,10,20,-5,25,10,8,15,678.5,696.1,2.594,10,73.18,1.56,5.87
6776.T,2025-06-25,GC,C,48,0,0,15,25,10,8,-10,261,269,3.0651,10,63.16,0.89,1.7
1474.T,2025-06-18,GC,D,30,0,-15,5,25,10,-10,15,26005,26185,0.6922,10,48.51,0.01,4.65
9253.T,2025-06-24,GC,D,20,-20,-15,15,25,10,-10,15,639,785,22.8482,10,51.61,0.69,1.69
4390.T,2025-06-09,GC,A,100,20,0,15,25,10,15,15,2395,2331,-2.6722,10,59.38,0.73,7.67
5852.T,2025-06-15,GC,A,93,20,10,15,25,0,8,15,715,761,6.4336,10,67.94,1.05,9.04
4593.T,2025-06-11,GC,B,78,20,10,15,25,-15,8,15,498,433,-13.0522,10,65.88,1.42,57.68
3611.T,2025-06-11,GC,D,15,0,-15,15,25,10,-10,-10,1822,1827,0.2744,10,61.65,0.48,1.2
3856.T,2025-06-29,GC,B,60,-20,10,15,25,0,15,15,669,798,19.2825,10,66.67,1.43,10.91
9672.T,2025-06-08,GC,B,68,20,0,15,0,10,8,15,4485,4520,0.7804,10,64,0.91,3.3
5991.T,2025-06-26,GC,D,30,0,10,15,15,10,-10,-10,1592.5,1622,1.8524,10,52.91,1.05,0.43
3807.T,2025-06-08,GC,D,15,20,-15,15,15,0,-10,-10,172,158,-8.1395,10,56.3,0.1,8.48
6176.T,2025-06-26,GC,B,68,20,-15,15,25,0,8,15,655,717,9.4656,10,67.4,0.47,9.23
9249.T,2025-06-12,GC,C,50,10,-15,15,25,10,-10,15,1532,1506,-1.6971,10,54.2,0.34,1.69
7815.T,2025-06-19,GC,D,38,-20,-15,15,25,10,8,15,607,604,-0.4942,10,68.38,0.21,4.04
4022.T,2025-06-11,GC,C,40,20,10,-5,25,-15,-10,15,695,802,15.3957,10,70.83,1.49,22.65
2531.T,2025-06-23,GC,D,0,-20,-15,-15,25,-10,-10,15,1172.5,1237,5.5011,10,17.25,0.63,-1.42
4651.T,2025-06-15,GC,D,25,10,10,-15,25,-10,-10,15,245,236,-3.6735,10,33.96,1.27,-0.81
8393.T,2025-06-04,GC,B,63,20,10,-5,15,0,8,15,709,717,1.1283,10,79.79,1.29,10.41
6454.T,2025-06-11,GC,B,75,20,10,15,25,0,-10,15,1188.8,1145,-3.6844,10,62.5,1.42,9.55
6090.T,2025-06-24,GC,D,30,20,-15,-15,25,10,-10,15,778,740,-4.8843,10,30.96,0.53,7.32
5597.T,2025-06-12,GC,C,43,20,20,-5,0,-15,8,15,2191,1895,-13.5098,10,89.94,2.22,114.17
3446.T,2025-06-15,GC,D,28,20,-15,15,0,10,8,-10,1242,1251,0.7246,10,62.24,0.6,3.95
9896.T,2025-06-16,GC,C,50,20,-15,15,25,0,-10,15,1211,1188,-1.8993,10,57.69,0.55,12.77
4553.T,2025-06-26,GC,D,35,10,0,-15,25,10,-10,15,2997,3030,1.1011,10,34.76,0.96,7.69
3521.T,2025-06-23,GC,C,53,20,-15,15,0,10,8,15,157,157,0,10,62.07,0.29,3.81
6074.T,2025-06-24,GC,D,35,20,-15,15,25,-15,-10,15,512,524,2.3438,10,55.78,0.67,15.38
4014.T,2025-06-22,GC,D,20,20,-15,-15,25,0,-10,15,513,526,2.5341,10,41.26,0.1,11.75
3375.T,2025-06-22,GC,D,10,0,-15,-15,25,10,-10,15,1535,1547,0.7818,10,44.1,0.65,1.58
5817.T,2025-06-24,GC,C,50,20,-15,5,25,10,-10,15,453,468,3.3113,10,48.06,0.06,5.02
6189.T,2025-06-26,GC,A,93,10,20,15,15,10,8,15,693,693,0,10,60,1.68,1.56
9127.T,2025-06-18,GC,B,75,20,10,15,25,0,-10,15,2046,2152,5.1808,10,66.1,1.11,13.06
4680.T,2025-06-10,GC,D,38,20,0,-5,15,-15,8,15,1243,1480,19.0668,10,81.57,0.73,20.92
6297.T,2025-06-29,GC,B,68,20,20,-5,25,-15,8,15,761,762,0.1314,10,90.94,2.63,49.91
2268.T,2025-06-04,GC,C,50,10,-15,15,25,10,-10,15,4170,4290,2.8777,10,63.79,0.33,3.55
3611.T,2025-06-05,GC,D,33,10,0,15,0,10,8,-10,1843,1820,-1.248,10,54.89,0.7,1.9
6277.T,2025-06-15,GC,C,48,10,20,-5,15,10,8,-10,4245,4965,16.9611,10,78.57,2.16,5.52
7887.T,2025-06-22,GC,B,60,20,-15,15,25,10,-10,15,1218,1214,-0.3284,10,64.41,0.2,7
6055.T,2025-06-12,GC,B,65,20,0,15,25,0,-10,15,1471,1478,0.4759,10,58.12,0.84,13.14
6501.T,2025-06-05,GC,A,83,20,0,15,25,0,8,15,4015,4065,1.2453,10,63.04,0.94,8.14
7916.T,2025-06-30,GC,D,28,0,0,-5,0,10,8,15,1356,1370,1.0324,10,82.89,0.95,3.3
3993.T,2025-06-10,GC,D,23,20,10,-5,0,0,8,-10,3435,3540,3.0568,10,77.5,1.43,11.09
7472.T,2025-06-12,GC,C,58,10,-15,15,15,10,8,15,3605,3650,1.2483,10,68.49,0.3,3.14
1979.T,2025-06-04,GC,A,93,20,0,15,25,10,8,15,2471,2483,0.4856,10,51.7,0.89,6.42
9236.T,2025-06-25,GC,C,53,20,-15,15,25,-15,8,15,1506,1349,-10.425,10,62.27,0.1,16.49
5989.T,2025-06-10,GC,C,55,20,0,5,25,0,-10,15,1241,1273,2.5786,10,48.07,0.71,8.4
4125.T,2025-06-16,GC,D,30,20,-15,-15,25,10,-10,15,1463,1447,-1.0936,10,32.28,0.11,3.74
3853.T,2025-06-17,GC,D,33,20,10,-5,0,-15,8,15,615,632,2.7642,10,84.66,1.26,17.64
3415.T,2025-06-26,GC,D,35,20,-15,15,25,-15,-10,15,410,428,4.3902,10,59.82,0.54,32.4
8070.T,2025-06-11,GC,C,48,20,-15,-5,25,0,8,15,772,783,1.4249,10,79.82,0.48,8.29
2636.T,2025-06-18,GC,D,30,0,-15,5,25,10,-10,15,3381,3405,0.7098,10,48.92,0.09,4.72
7734.T,2025-06-24,GC,B,65,20,0,5,25,10,-10,15,2917,2827,-3.0854,10,47.21,0.79,6.93
1808.T,2025-06-08,GC,B,73,20,0,-5,25,10,8,15,2141,2187,2.1485,10,76.29,0.8,7
4356.T,2025-06-08,GC,C,58,20,-15,-5,25,10,8,15,1650,1613,-2.2424,10,72.99,0.5,7.56
2521.T,2025-06-16,GC,B,75,20,0,15,25,10,-10,15,1764,1824,3.4014,10,60.39,0.77,4.89
7607.T,2025-06-15,GC,D,25,-10,10,-15,25,10,-10,15,2979,3080,3.3904,10,31.54,1.18,0.58
8014.T,2025-06-26,GC,C,40,10,0,15,25,-15,-10,15,3950,4040,2.2785,10,52,0.81,15.27
3954.T,2025-06-12,GC,A,100,20,20,15,25,10,8,15,1985,1940,-2.267,10,63.5,1.67,7.45
2156.T,2025-06-04,GC,D,0,-10,-15,15,15,10,-10,-10,353,369,4.5326,10,58.21,0.23,1.51
3856.T,2025-06-05,GC,C,50,20,-15,15,15,10,-10,15,631,601,-4.7544,10,55.97,0.31,7.76
9264.T,2025-06-19,GC,C,58,20,10,-5,25,-15,8,15,1684,1666,-1.0689,10,88.77,1.2,16.81
2514.T,2025-06-15,GC,C,50,10,-15,15,25,10,-10,15,1677.5,1722.5,2.6826,10,56.2,0.42,3.84
1951.T,2025-06-17,GC,C,55,10,0,5,25,10,-10,15,1832,1827,-0.2729,10,47.69,0.99,5.26
7203.T,2025-06-15,GC,D,0,-20,20,-15,25,-10,-10,-10,2554.5,2493,-2.4075,10,43.55,1.51,-4.36
4063.T,2025-06-04,GC,C,45,20,0,-15,25,10,-10,15,4577,4519,-1.2672,10,41.88,0.9,4.64
8622.T,2025-06-05,GC,B,75,20,10,15,15,10,-10,15,545,568,4.2202,10,53.57,1.12,1.97
2997.T,2025-06-05,GC,D,0,-20,-15,15,25,10,-10,-10,865,856,-1.0405,10,58.96,0.6,0.84
9900.T,2025-06-26,GC,D,0,-20,0,-15,25,-10,-10,15,1708,1670,-2.2248,10,39.05,0.78,-0.29
8214.T,2025-06-09,GC,C,48,20,0,-5,25,-15,8,15,1557,1629,4.6243,10,74.86,0.71,16.48
4848.T,2025-06-23,GC,D,15,-20,10,-15,25,10,-10,15,1674,1655,-1.135,10,8.8,1.27,2.19
6143.T,2025-06-16,GC,C,45,20,0,-15,25,10,-10,15,890,988,11.0112,10,44.05,0.85,5.85
1570.T,2025-06-22,GC,B,73,10,0,15,25,0,8,15,25350,26980,6.43,10,63.33,0.77,8.5
7990.T,2025-06-26,GC,B,75,20,0,15,25,10,-10,15,2083,2155,3.4566,10,54.35,0.7,7.05
6301.T,2025-06-18,GC,B,65,10,0,15,25,10,-10,15,4482,4666,4.1053,10,54.45,0.88,4.11
7813.T,2025-06-18,GC,D,20,10,-15,-15,25,10,-10,15,732,670,-8.4699,10,37.25,0.59,2.43
7820.T,2025-06-17,GC,B,68,10,-15,15,25,10,8,15,833,807,-3.1212,10,61.54,0.57,1.99
3891.T,2025-06-23,GC,D,15,-20,10,-15,25,10,-10,15,1735,1717,-1.0375,10,34.57,1.16,0.71
7078.T,2025-06-10,GC,C,50,20,-15,5,25,10,-10,15,503,532,5.7654,10,48.37,0.15,3.04
8343.T,2025-06-15,GC,B,75,20,20,5,25,0,-10,15,2920,3010,3.0822,10,48.72,1.63,12.95
3321.T,2025-06-09,GC,C,55,20,0,-5,25,10,-10,15,1229,1235,0.4882,10,72.03,0.77,7.47
4927.T,2025-06-12,GC,B,65,10,0,15,25,10,-10,15,1352.5,1290.5,-4.5841,10,63.44,0.89,4.64
7966.T,2025-06-18,GC,B,65,10,0,15,25,10,-10,15,2857,2930,2.5551,10,50.95,0.74,3.17
6590.T,2025-06-29,GC,B,68,20,20,-5,25,-15,8,15,2180,2094,-3.945,10,85.54,1.93,45.54
2531.T,2025-06-05,GC,A,93,20,10,5,25,10,8,15,1256,1161,-7.5637,10,48.54,1.03,5.74
5018.T,2025-06-26,GC,B,75,10,10,15,25,10,-10,15,1224,1244,1.634,10,61.29,1.24,2.52
3558.T,2025-06-19,GC,B,68,20,-15,15,15,10,8,15,1351,1330,-1.5544,10,58.55,0.62,7.47
5902.T,2025-06-05,GC,C,55,20,10,-15,25,10,-10,15,1879,1880,0.0532,10,43.75,1.12,7.42
9236.T,2025-06-30,GC,C,50,20,-15,15,25,0,-10,15,1468,1335,-9.0599,10,53.13,0.08,12.97
9763.T,2025-06-29,GC,D,0,-20,0,-15,25,-10,-10,15,1010,1018.3,0.8218,10,28.74,0.76,-0.03
5616.T,2025-06-23,GC,C,43,20,-15,15,0,0,8,15,1222,1120,-8.347,10,60.84,0.09,9.06
8075.T,2025-06-29,GC,A,83,10,0,15,25,10,8,15,2021,2039,0.8906,10,69.31,0.97,5.82
7808.T,2025-06-16,GC,D,0,-10,-15,-15,25,-10,-10,-10,2730,2828,3.5897,10,39.9,0.14,-1.92
6588.T,2025-06-04,GC,D,35,20,0,-15,15,10,-10,15,2886,2828,-2.0097,10,30.75,0.98,2.98
3903.T,2025-06-04,GC,B,60,20,-15,15,25,10,-10,15,519,781,50.4817,10,55.97,0.44,3.83
7191.T,2025-06-09,GC,B,65,20,0,15,25,0,-10,15,905,917,1.326,10,56.12,0.9,9.85
3529.T,2025-06-30,GC,D,33,20,-15,-5,25,-15,8,15,1254,1217,-2.9506,10,75.7,0.68,15.59
4022.T,2025-06-09,GC,C,48,20,0,-5,25,-15,8,15,684,769,12.4269,10,74.07,0.84,21.56
9362.T,2025-06-30,GC,D,38,-20,-15,15,25,10,8,15,3500,3585,2.4286,10,54.55,0.3,4.14
1966.T,2025-06-25,GC,C,40,10,-15,5,25,10,-10,15,1516,1546,1.9789,10,46.85,0.64,2.37
6155.T,2025-06-19,GC,D,0,-20,-15,-15,25,10,-10,15,465,481,3.4409,10,40,0.1,0.32
8066.T,2025-06-29,GC,B,65,20,20,-15,25,10,-10,15,2148,2275,5.9125,10,35.93,2.09,6.1
2344.T,2025-06-12,GC,B,75,10,10,15,25,10,-10,15,864,872,0.9259,10,64.29,1.44,3.28
4041.T,2025-06-10,GC,B,73,20,10,-5,15,10,8,15,2965,2959,-0.2024,10,71.38,1.05,4.88
5892.T,2025-06-12,GC,D,35,20,-15,15,25,-15,-10,15,3530,4135,17.1388,10,55.88,0.45,37.26
9262.T,2025-06-29,GC,D,15,-20,10,-15,25,10,-10,15,728,731,0.4121,10,22.52,1.38,0.6
3134.T,2025-06-30,GC,D,0,-20,-15,-15,25,-10,-10,15,1238,1223,-1.2116,10,17.46,0.37,-2.09
7037.T,2025-06-24,GC,D,20,10,-15,-15,25,10,-10,15,503,506,0.5964,10,41.82,0.53,6.14
9564.T,2025-06-12,GC,C,58,20,10,-5,25,-15,8,15,767,725,-5.4759,10,89.36,1.24,35.18
6239.T,2025-06-17,GC,C,50,20,-15,15,25,0,-10,15,1393,1370,-1.6511,10,55.25,0.69,9.82
1358.T,2025-06-24,GC,B,65,10,10,15,25,0,-10,15,48840,51360,5.1597,10,64.99,1.39,10.22
1815.T,2025-06-12,GC,C,48,10,-15,-5,25,10,8,15,2790,2850,2.1505,10,80.3,0.62,6.42
8136.T,2025-06-18,GC,A,93,20,10,15,25,0,8,15,1376.4,1315.8,-4.4028,10,65.38,1.11,8.83
3246.T,2025-06-23,GC,D,0,-20,-15,5,25,-10,-10,15,642,637,-0.7788,10,49.57,0.05,-0.12
4259.T,2025-06-17,GC,D,35,20,-15,15,25,-15,-10,15,465,408,-12.2581,10,64.29,0.48,32.88
9303.T,2025-06-25,GC,D,15,-20,10,-15,25,10,-10,15,2939,3035,3.2664,10,36.2,1.18,2.28
3697.T,2025-06-25,GC,D,35,20,-15,15,25,-15,-10,15,1761,1682.5,-4.4577,10,52.2,0.68,24.92
1964.T,2025-06-05,GC,D,0,-20,-15,-15,25,-10,-10,15,3435,3285,-4.3668,10,28.99,0.7,-4.61
4901.T,2025-06-25,GC,D,35,-20,10,5,25,10,-10,15,3117,3048,-2.2137,10,48.07,1.47,2.93
9068.T,2025-06-29,GC,B,63,20,0,-5,25,0,8,15,7020,6940,-1.1396,10,70.07,0.77,13.31
2980.T,2025-06-03,GC,C,48,20,0,-5,25,-15,8,15,3775,3545,-6.0927,10,72.95,0.98,15.07
6436.T,2025-06-22,GC,B,75,10,10,15,25,10,-10,15,4381,4499,2.6934,10,66.01,1.14,7.12
7267.T,2025-06-04,GC,B,65,10,0,15,25,10,-10,15,1422,1446,1.6878,10,53.93,0.88,0.5
1495.T,2025-06-17,GC,A,100,0,20,15,25,10,15,15,10080,10325,2.4306,10,65.74,4.4,2.19
3187.T,2025-06-18,GC,C,40,20,-15,5,25,0,-10,15,383,372,-2.8721,10,49.02,0.36,8.34
3598.T,2025-06-04,GC,C,40,10,-15,5,25,10,-10,15,162,176,8.642,10,48.48,0.36,1.05
6508.T,2025-06-11,GC,C,58,20,10,-5,25,-15,8,15,4915,5160,4.9847,10,90.82,1.2,17.18
4625.T,2025-06-19,GC,B,65,10,0,15,25,10,-10,15,620,640,3.2258,10,54.69,0.89,1.39
170A.T,2025-06-25,GC,C,40,0,-15,15,25,10,-10,15,2004,2052,2.3952,10,51.13,0.18,2.33
3371.T,2025-06-24,GC,C,50,20,-15,15,25,0,-10,15,2200,2121,-3.5909,10,65.07,0.45,8.68
6824.T,2025-06-18,GC,D,25,20,10,5,0,10,-10,-10,2550,2581,1.2157,10,45.8,1.11,3.67
8198.T,2025-06-15,GC,B,78,20,-15,15,25,10,8,15,3235,3205,-0.9274,10,65.08,0.52,6.24
4506.T,2025-06-19,GC,C,53,20,-15,15,25,-15,8,15,969,890,-8.1527,10,68.37,0.4,27.78
7038.T,2025-06-15,GC,C,45,-20,10,15,25,10,-10,15,736,695,-5.5707,10,52.43,1.09,3.5
2250.T,2025-06-15,GC,C,50,10,-15,15,25,10,-10,15,247,254,2.834,10,56.9,0.03,2.42
6637.T,2025-06-03,GC,C,58,20,20,-5,15,-15,8,15,3095,3400,9.8546,10,86.55,2.2,33.21
2646.T,2025-06-19,GC,D,10,0,-15,-15,25,10,-10,15,1638,1715,4.7009,10,44.17,0.08,2.27
4422.T,2025-06-23,GC,D,30,20,-15,-15,25,10,-10,15,193.3,189,-2.2245,10,34.79,0.24,2.84
5831.T,2025-06-30,GC,C,45,10,10,-15,25,10,-10,15,1678,1700,1.3111,10,40.15,1.25,4.74
9702.T,2025-06-19,GC,D,35,-20,0,15,25,10,-10,15,1363,1361,-0.1467,10,55.41,0.77,2.15
2989.T,2025-06-15,GC,A,83,10,20,-5,25,10,8,15,110200,111800,1.4519,10,79.78,3.11,5.02
1890.T,2025-06-10,GC,C,48,20,-15,-5,25,0,8,15,1460,1458,-0.137,10,75.12,0.46,8.1
2637.T,2025-06-18,GC,D,0,-20,-15,5,25,10,-10,-10,1417,1481,4.5166,10,46.49,0.1,1.26
6273.T,2025-06-11,GC,C,40,20,-15,5,15,10,-10,15,54150,50460,-6.8144,10,49.03,0.67,4.36
7173.T,2025-06-18,GC,A,83,20,20,-5,25,0,8,15,5990,6350,6.01,10,76.71,2.08,11.37
7717.T,2025-06-15,GC,C,50,20,10,5,25,-15,-10,15,3100,3070,-0.9677,10,49.18,1.03,25.83
2484.T,2025-06-11,GC,D,25,-20,0,5,25,10,-10,15,237,240,1.2658,10,46.15,0.95,3.95
6338.T,2025-06-04,GC,D,20,20,-15,-15,25,0,-10,15,1515,1585,4.6205,10,40.71,0.37,8.12
2055.T,2025-06-16,GC,C,50,10,-15,15,25,10,-10,15,310,315,1.6129,10,52,0.51,2.45
7912.T,2025-06-29,GC,A,90,0,10,15,25,10,15,15,2190,2176.5,-0.6164,10,59.9,1.23,4.14
4023.T,2025-06-23,GC,D,35,10,0,-15,25,10,-10,15,3065,3170,3.4258,10,16.5,0.92,7.27
6834.T,2025-06-16,GC,D,35,20,-15,15,25,-15,-10,15,5340,5670,6.1798,10,67.24,0.69,32.03
6960.T,2025-06-04,GC,C,48,20,10,-5,0,0,8,15,6920,6740,-2.6012,10,78.69,1.34,8.39
7624.T,2025-06-08,GC,D,30,20,-15,-15,25,10,-10,15,129,132,2.3256,10,44.44,0.16,2.91
7196.T,2025-06-19,GC,B,63,10,0,-5,25,10,8,15,855,862,0.8187,10,87.93,0.81,4.77
4238.T,2025-06-09,GC,C,45,-20,20,5,25,10,-10,15,1258,1108,-11.9237,10,46.91,2.63,0.28
6707.T,2025-06-04,GC,A,88,20,20,15,25,-15,8,15,7976,7882,-1.1785,10,59.1,1.56,15.45
3773.T,2025-06-05,GC,C,58,20,10,-5,25,-15,8,15,1155,1223,5.8874,10,70.64,1.46,27.15
2989.T,2025-06-11,GC,A,83,10,20,-5,25,10,8,15,109000,111400,2.2018,10,79.78,1.57,4.62
9900.T,2025-06-15,GC,D,38,10,10,-5,15,10,8,-10,1774,1722,-2.9312,10,77.78,1.26,2.6
6370.T,2025-06-09,GC,C,50,20,-15,15,25,0,-10,15,5295,5367,1.3598,10,57.85,0.6,8.19
4635.T,2025-06-09,GC,B,60,20,-15,15,25,10,-10,15,825,826,0.1212,10,59.04,0.4,3.97
5574.T,2025-06-30,GC,B,60,20,10,15,25,-15,-10,15,3930,3610,-8.1425,10,65.06,1.33,39.08
9225.T,2025-06-24,GC,A,85,20,20,15,25,0,-10,15,1323,1300,-1.7385,10,60.51,1.62,12.42
6138.T,2025-06-15,GC,B,75,20,0,15,25,10,-10,15,774,844,9.0439,10,50.6,0.74,6.65
3350.T,2025-06-25,GC,B,70,20,20,15,25,-15,-10,15,1593,1537,-3.5154,10,58.57,2,107.7
6098.T,2025-06-17,GC,D,0,-20,0,-15,25,-10,-10,-10,7900,8226,4.1266,10,39.9,0.83,-3.73
3680.T,2025-06-05,GC,C,50,20,-15,15,25,0,-10,15,302,304,0.6623,10,51.98,0.21,12.41
6492.T,2025-06-24,GC,C,53,20,-15,15,25,-15,8,15,5760,5930,2.9514,10,65.78,0.61,15.14
1623.T,2025-06-29,GC,B,65,10,0,15,25,10,-10,15,27730,27795,0.2344,10,55.42,0.98,6.43
7318.T,2025-06-18,GC,D,35,20,-15,15,25,-15,-10,15,692.5,761.3,9.935,10,63.7,0.66,40.95
7460.T,2025-06-05,GC,B,75,20,10,15,25,0,-10,15,2329,2441,4.8089,10,65.19,1.08,11.51
4119.T,2025-06-10,GC,B,68,20,-15,15,25,0,8,15,3385,3315,-2.0679,10,64.8,0.13,8.95
7186.T,2025-06-08,GC,C,50,10,-15,15,25,10,-10,15,936,939.2,0.3419,10,52.03,0.61,1.32
6095.T,2025-06-12,GC,D,35,20,-15,15,25,-15,-10,15,720,766,6.3889,10,53.85,0.28,35.6
9233.T,2025-06-23,GC,C,50,10,-15,15,25,10,-10,15,1129,1172,3.8087,10,53.25,0.65,1.27
5697.T,2025-06-15,GC,C,50,20,-15,5,25,10,-10,15,502,506,0.7968,10,46.38,0.34,2.14
8308.T,2025-06-15,GC,A,85,20,10,15,25,10,-10,15,1321,1332,0.8327,10,56.22,1.11,7.32
7181.T,2025-06-18,GC,B,65,20,0,15,25,0,-10,15,1097.7,1086.7,-1.0021,10,65.55,0.9,10.58
3454.T,2025-06-10,GC,D,0,-20,-15,5,25,-10,-10,15,992,1021,2.9234,10,49.15,0.63,-0.01
1431.T,2025-06-26,GC,B,65,10,20,-5,25,10,-10,15,704,688,-2.2727,10,80,2.87,3.61
3487.T,2025-06-12,GC,A,83,10,20,-5,25,10,8,15,152600,154500,1.2451,10,77.48,1.72,4.89
7356.T,2025-06-18,GC,D,30,20,-15,-15,25,10,-10,15,160,193,20.625,10,40,0.41,4.4
7267.T,2025-06-11,GC,D,0,-20,-15,5,25,-10,-10,15,1412.5,1392.5,-1.4159,10,49.5,0.69,-0.04
1965.T,2025-06-29,GC,D,33,20,-15,-5,25,-15,8,15,3655,3560,-2.5992,10,72.84,0.38,23.38
4058.T,2025-06-18,GC,C,50,20,0,15,25,-15,-10,15,3080,2879,-6.526,10,58.92,0.71,19.79
6771.T,2025-06-23,GC,D,0,10,-15,-15,15,10,-10,-10,614,615,0.1629,10,42.31,0.56,1.16
1477.T,2025-06-22,GC,D,35,-10,20,-15,25,10,-10,15,2601,2632,1.1918,10,42.38,3.46,1.61
3252.T,2025-06-17,GC,D,25,0,0,-15,25,10,-10,15,2157,2161,0.1854,10,42.76,0.72,4.26
7337.T,2025-06-24,GC,D,15,-20,10,-15,25,10,-10,15,1208.5,1174,-2.8548,10,24.54,1.1,1.8
