symbol,detected_at,signal_type,rank,total_score,score_slope,score_volume,score_rsi,score_hold,score_deviation,score_macd,score_weekly,entry_price,exit_price,return_pct,holding_days,rsi_value,volume_ratio,deviation_pct
2469.T,2025-07-15,GC,D,0,-20,0,-15,25,10,-10,-10,2324,2588,11.3597,20,35.8,0.86,1.11
6167.T,2025-07-07,GC,D,23,10,10,-5,0,10,8,-10,750,779,3.8667,20,80.82,1.18,4.86
2156.T,2025-07-14,GC,D,20,10,-15,-15,25,10,-10,15,368,347,-5.7065,20,34.69,0.63,4.33
4650.T,2025-07-14,GC,A,93,10,10,15,25,10,8,15,280,285,1.7857,20,52,1.49,1.6
3513.T,2025-07-28,GC,A,93,20,0,15,25,10,8,15,1803,1903,5.5463,20,67.97,0.74,4.01
4056.T,2025-07-30,GC,C,40,10,-15,15,25,0,-10,15,807,819,1.487,20,54.06,0.36,9.05
5856.T,2025-07-10,GC,C,50,20,-15,5,25,10,-10,15,50,41,-18,20,47.5,0.37,7.45
1498.T,2025-07-07,GC,D,30,0,-15,5,25,10,-10,15,22020,23050,4.6776,20,47.47,0.23,2.42
2498.T,2025-07-13,GC,A,93,10,10,15,25,10,8,15,2580,2795,8.3333,20,57.84,1.04,3.26
7455.T,2025-07-02,GC,D,15,-20,10,-15,25,10,-10,15,281,295,4.9822,20,40.48,1.08,0.18
3664.T,2025-07-13,GC,C,53,20,-15,15,25,-15,8,15,56,53,-5.3571,20,67.74,0.52,34.23
1793.T,2025-07-16,GC,C,53,10,20,15,0,10,8,-10,1235,1339,8.4211,20,56.64,1.84,2.64
2428.T,2025-07-14,GC,D,0,-20,-15,-15,25,-10,15,-10,714,728,1.9608,20,35.23,0.42,-0.6
1758.T,2025-07-10,GC,D,10,-20,-15,5,25,10,-10,15,1853,2016,8.7965,20,47.27,0.62,3.01
4980.T,2025-07-15,GC,D,5,-20,10,-15,25,0,-10,15,2087.5,2083.5,-0.1916,20,36.14,1.15,10.08
5997.T,2025-07-30,GC,A,100,20,20,15,25,0,8,15,650,671,3.2308,20,64.33,3.99,9.04
4994.T,2025-07-09,GC,B,73,10,0,15,15,10,8,15,2531,2596,2.5682,20,65.28,0.77,3.09
9715.T,2025-07-01,GC,A,90,20,0,15,25,0,15,15,3525,3585,1.7021,20,66.23,0.95,8.02
9831.T,2025-07-21,GC,C,50,10,-15,15,25,10,-10,15,454,466.9,2.8414,20,59.48,0.69,4.02
9878.T,2025-07-15,GC,B,68,20,0,15,25,-15,8,15,1428,703,-50.7703,20,64.82,0.72,72.22
5715.T,2025-07-14,GC,C,48,20,-15,-5,25,0,8,15,2411,2593,7.5487,20,71.7,0.38,12.01
6459.T,2025-07-14,GC,D,35,10,0,-15,25,10,-10,15,1687,1670,-1.0077,20,38.03,0.9,4.5
4361.T,2025-07-16,GC,C,55,0,0,15,25,10,-10,15,1358,1447,6.5538,20,50.8,0.86,4.22
9262.T,2025-07-03,GC,D,35,-20,0,15,25,10,-10,15,733,738,0.6821,20,60.87,0.87,0.9
2015.T,2025-07-16,GC,A,93,10,20,15,15,10,8,15,2016,2050,1.6865,20,61.54,8.68,2.12
2762.T,2025-07-06,GC,D,0,-10,-15,-15,25,-10,-10,-10,95,95,0,20,37.5,0.64,-2.03
147A.T,2025-07-24,GC,C,48,20,-15,-5,25,0,8,15,923,1124,21.7768,20,80.4,0.69,10.46
6999.T,2025-07-24,GC,B,68,20,20,-5,25,-15,8,15,1018,1126,10.609,20,80.82,1.51,23.68
4205.T,2025-07-08,GC,A,83,20,10,-5,25,10,8,15,1528,1654,8.2461,20,81.94,1.36,6.5
5857.T,2025-07-28,GC,A,83,20,10,-5,25,10,8,15,1962,2036,3.7717,20,71.25,1.17,7.38
8207.T,2025-07-01,GC,C,53,10,0,-5,15,10,8,15,278,284,2.1583,20,76.92,0.87,3.06
8316.T,2025-07-16,GC,D,35,-10,0,5,25,10,-10,15,3597,4265,18.571,20,47.62,0.85,3.1
5533.T,2025-07-29,GC,A,93,0,20,15,25,10,8,15,1794,2009,11.9844,20,64.44,1.59,3.8
3939.T,2025-07-27,GC,A,100,20,10,15,25,10,8,15,441,475,7.7098,20,68.33,1.24,7.24
6459.T,2025-07-13,GC,C,40,10,-15,5,25,10,-10,15,1687,1670,-1.0077,20,47.65,0.52,2.24
1930.T,2025-07-29,GC,A,83,20,20,-5,25,0,8,15,1325,1451,9.5094,20,81.87,4.99,11.68
6222.T,2025-07-24,GC,C,48,20,0,-5,25,-15,8,15,1055,1112,5.4028,20,73.44,0.94,20.39
9535.T,2025-07-27,GC,B,65,0,-15,15,25,10,15,15,359,381,6.1281,20,50,0.65,2.56
9003.T,2025-07-29,GC,C,58,20,-15,-5,25,10,8,15,2357.5,2587.5,9.7561,20,80.28,0.67,5.73
8979.T,2025-07-03,GC,B,65,10,10,5,25,10,-10,15,176300,188200,6.7499,20,46.39,1.4,1
7198.T,2025-07-28,GC,A,83,10,0,15,25,10,8,15,838,843,0.5967,20,64.29,0.8,5.64
9993.T,2025-07-24,GC,D,5,-10,10,-15,25,-10,-10,15,1146,1188,3.6649,20,35.06,1.26,-0.14
4523.T,2025-07-07,GC,C,43,10,-15,15,25,10,8,-10,4044,4319,6.8002,20,53.3,0.66,1.04
6137.T,2025-07-22,GC,A,85,20,20,15,25,0,-10,15,1364,1273,-6.6716,20,58.42,2.46,13.62
6137.T,2025-07-30,GC,B,68,20,-15,15,25,0,8,15,1364,1297,-4.912,20,60.4,0.36,11.42
9059.T,2025-07-13,GC,A,93,10,20,15,15,10,8,15,814,835,2.5799,20,66.9,2.01,5.43
6775.T,2025-07-22,GC,D,18,10,-15,15,0,10,8,-10,127,131,3.1496,20,59.09,0.42,1.15
4902.T,2025-07-31,GC,B,63,20,0,-5,25,0,8,15,490.9,505.5,2.9741,20,77.74,0.9,9.13
1346.T,2025-07-02,GC,A,100,20,10,15,25,10,8,15,41410,42390,2.3666,20,67,1.23,7.85
4745.T,2025-07-22,GC,B,65,20,20,-15,25,10,-10,15,339,357,5.3097,20,33.33,2.1,5.01
3205.T,2025-07-22,GC,D,35,-20,0,15,25,10,-10,15,960,983,2.3958,20,62.22,0.96,5.86
7744.T,2025-07-03,GC,C,40,10,10,15,15,10,-10,-10,1505,1610,6.9767,20,56.2,1.07,0.92
1382.T,2025-07-15,GC,D,20,10,-15,-15,25,10,-10,15,1888,1777,-5.8792,20,36.46,0.18,3.99
7991.T,2025-07-15,GC,A,83,20,0,15,25,0,8,15,1459,1599,9.5956,20,69.9,0.84,8.74
7937.T,2025-07-24,GC,D,20,10,20,-15,15,10,-10,-10,2231,2246,0.6723,20,39.19,2.49,0.02
7461.T,2025-07-30,GC,B,68,20,-15,15,25,0,8,15,504,497,-1.3889,20,62.26,0.14,8.81
6768.T,2025-07-31,GC,A,85,20,10,15,25,10,-10,15,486,514,5.7613,20,51.38,1.06,4.88
4891.T,2025-07-29,GC,D,10,-20,-15,5,25,10,-10,15,162,153,-5.5556,20,46.3,0.34,3.6
1497.T,2025-07-02,GC,B,63,10,0,-5,25,10,8,15,1839,1816,-1.2507,20,84.62,0.97,1.67
3891.T,2025-07-02,GC,D,5,-20,20,-15,25,-10,-10,15,1713,1903,11.0917,20,36.27,3.58,-0.36
4471.T,2025-07-14,GC,D,13,10,-15,-5,15,10,8,-10,3850,4035,4.8052,20,88.14,0.69,4.53
3905.T,2025-07-01,GC,C,40,20,20,-15,25,-15,-10,15,1588,3455,117.5693,20,34.7,1.63,31.5
8279.T,2025-07-15,GC,D,23,10,-15,-5,0,10,8,15,9741,9529,-2.1764,20,77.05,0.63,3.02
6570.T,2025-07-14,GC,D,25,-10,10,-15,25,10,-10,15,983,1202,22.2787,20,39.83,1.17,3.53
1566.T,2025-07-09,GC,B,63,10,0,-5,25,10,8,15,49890,50240,0.7015,20,75.34,0.85,3.49
7256.T,2025-07-20,GC,C,43,10,-15,15,25,10,8,-10,101,110,8.9109,20,56.25,0.65,4.24
5191.T,2025-07-08,GC,C,48,-10,-15,15,25,10,8,15,1693,1964,16.0071,20,53.33,0.64,3.84
4978.T,2025-07-09,GC,B,68,20,0,15,25,-15,8,15,209,218,4.3062,20,64.36,0.91,30.35
5858.T,2025-07-15,GC,D,38,-20,10,15,25,10,8,-10,1404,1796,27.9202,20,53.36,1.26,4.27
6836.T,2025-07-21,GC,D,5,20,-15,-15,25,-15,-10,15,1530,1366,-10.719,20,44.02,0.5,22.47
6824.T,2025-07-27,GC,C,50,10,-15,15,25,10,-10,15,2690,3015,12.0818,20,58.63,0.23,5.55
6629.T,2025-07-31,GC,B,75,20,0,15,25,10,-10,15,388,439,13.1443,20,50,0.96,7.05
5458.T,2025-07-27,GC,D,33,10,-15,15,15,10,8,-10,945,935,-1.0582,20,64.76,0.16,2.83
3776.T,2025-07-01,GC,A,85,20,20,5,25,10,-10,15,154,150,-2.5974,20,48.28,2.09,6.84
4570.T,2025-07-09,GC,D,0,-20,-15,-15,25,10,-10,15,499,507,1.6032,20,43.4,0.63,2.94
6999.T,2025-07-28,GC,B,68,20,20,-5,25,-15,8,15,1029,1152,11.9534,20,88.53,2.88,23.95
5714.T,2025-07-14,GC,C,58,20,-15,-5,25,10,8,15,4828,5100,5.6338,20,73,0.57,5.81
2557.T,2025-07-08,GC,B,65,10,0,15,25,10,-10,15,2845,2998,5.3779,20,54.62,0.88,4.14
6326.T,2025-07-24,GC,C,43,10,10,15,0,10,8,-10,1744,1765.5,1.2328,20,61.1,1.35,7.61
315A.T,2025-07-23,GC,B,73,10,20,-5,25,0,8,15,1070,1151,7.5701,20,72.05,5.72,11.58
3174.T,2025-07-24,GC,B,65,0,10,15,25,10,-10,15,713,719,0.8415,20,56.6,1.08,0.29
1850.T,2025-07-06,GC,A,83,10,0,15,25,10,8,15,315,401,27.3016,20,56.52,0.77,2.4
7605.T,2025-07-03,GC,D,35,20,-15,15,25,-15,-10,15,2824,2819,-0.1771,20,58.33,0.38,29.19
298A.T,2025-07-27,GC,D,38,-20,10,15,25,10,8,-10,548,688,25.5474,20,61.9,1,3.07
9501.T,2025-07-17,GC,D,35,20,-15,15,25,-15,-10,15,515,713.3,38.5049,20,63.21,0.39,19.08
9996.T,2025-07-24,GC,B,78,20,-15,15,25,10,8,15,2060,2056,-0.1942,20,67.31,0.12,6.07
4272.T,2025-07-22,GC,D,23,10,10,-5,0,10,8,-10,1349,1413,4.7443,20,77.63,1.39,3
9639.T,2025-07-01,GC,D,18,10,-15,15,0,10,8,-10,2000,2029,1.45,20,68.53,0.67,2.86
2376.T,2025-07-03,GC,A,100,10,20,15,25,10,15,15,815,807,-0.9816,20,58.82,2.77,3.33
6334.T,2025-07-07,GC,D,20,-10,-15,5,25,10,-10,15,292,297,1.7123,20,48,0.3,1.61
9867.T,2025-07-08,GC,B,65,10,10,15,25,0,-10,15,6300,7030,11.5873,20,57.65,1.1,8.34
6161.T,2025-07-21,GC,B,70,20,0,-5,25,0,15,15,977,1062,8.7001,20,78.72,0.78,9.66
4650.T,2025-07-27,GC,C,55,-20,20,15,25,10,-10,15,283,294,3.8869,20,62.5,1.86,2.52
7551.T,2025-07-09,GC,D,35,0,10,-15,25,10,-10,15,610,622,1.9672,20,44.44,1.12,1.14
9310.T,2025-07-08,GC,B,60,20,10,15,25,-15,-10,15,1103,1146,3.8985,20,55.74,1.31,17.39
7887.T,2025-07-16,GC,B,65,0,-15,15,25,10,15,15,1220,1344,10.1639,20,55.56,0.12,5.53
7734.T,2025-07-10,GC,D,5,-20,0,-15,25,10,-10,15,2855,3345,17.1629,20,41.81,0.9,3.96
3726.T,2025-07-08,GC,D,30,20,-15,-15,25,10,-10,15,685,648,-5.4015,20,36.04,0.42,1.35
4575.T,2025-07-20,GC,D,15,20,0,-15,15,-10,-10,15,975,1042,6.8718,20,24.4,0.82,-0.8
5714.T,2025-07-07,GC,A,83,10,0,15,25,10,8,15,4744,5069,6.8508,20,57.45,0.89,3.8
6651.T,2025-07-06,GC,D,23,10,10,-5,0,10,8,-10,3165,3340,5.5292,20,82.66,1.08,4.66
2588.T,2025-07-13,GC,B,68,20,-15,15,25,0,8,15,3160,3310,4.7468,20,56.79,0.45,8.06
7280.T,2025-07-29,GC,A,93,20,0,15,25,10,8,15,847,955,12.7509,20,61.02,0.98,4.05
6961.T,2025-07-10,GC,C,55,20,10,-15,25,10,-10,15,4025,5090,26.4596,20,34.01,1.32,1.34
5619.T,2025-07-02,GC,B,75,20,0,15,25,10,-10,15,1005,1086,8.0597,20,55.62,0.89,5.02
6395.T,2025-07-23,GC,B,63,20,0,-5,25,0,8,15,1089.5,1055,-3.1666,20,71.61,0.97,11.97
4092.T,2025-07-21,GC,C,48,10,0,15,15,10,8,-10,2046,2733,33.5777,20,50.25,0.99,1.14
3903.T,2025-07-06,GC,D,20,20,-15,-15,25,0,-10,15,593,607,2.3609,20,21.36,0.41,8.15
248A.T,2025-07-16,GC,D,35,20,-15,15,25,-15,-10,15,1842,1950,5.8632,20,60.81,0.19,23.85
4224.T,2025-07-21,GC,B,73,20,10,-5,25,0,8,15,1760,1817,3.2386,20,81.27,1.08,14.02
6376.T,2025-07-27,GC,A,83,20,0,15,25,0,8,15,1326,1482,11.7647,20,68.49,0.93,10.9
2224.T,2025-07-24,GC,C,40,0,-15,15,25,10,-10,15,3140,3270,4.1401,20,58.33,0.42,0.7
8338.T,2025-07-15,GC,B,63,10,10,-5,15,10,8,15,244,290,18.8525,20,75,1.16,4.82
6072.T,2025-07-21,GC,D,0,10,-15,-15,25,-10,-10,15,167,165,-1.1976,20,26.87,0.44,-2.1
8395.T,2025-07-22,GC,B,68,20,20,-5,25,-15,8,15,2666,2844,6.6767,20,92.02,2.58,22.04
6448.T,2025-07-22,GC,D,0,10,-15,-15,25,10,-10,-10,2472,2530.5,2.3665,20,44.1,0.68,1.17
6167.T,2025-07-14,GC,C,58,20,-15,-5,25,10,8,15,767,812,5.867,20,75.61,0.58,7.77
8029.T,2025-07-23,GC,B,65,10,10,5,25,10,-10,15,2409,2551,5.8946,20,48.04,1.11,1.59
1783.T,2025-07-03,GC,B,68,20,20,-5,25,-15,8,15,56,61,8.9286,20,85,1.71,28.56
2498.T,2025-07-27,GC,B,75,10,10,15,25,10,-10,15,2575,3355,30.2913,20,69.23,1.14,2.87
2480.T,2025-07-30,GC,C,48,10,-15,-5,25,10,8,15,1499,1643,9.6064,20,71.34,0.63,4.57
8918.T,2025-07-15,GC,B,65,20,0,15,25,0,-10,15,9,9,0,20,50,0.8,14.8
1994.T,2025-07-30,GC,C,43,10,-15,15,0,10,8,15,499,502,0.6012,20,68.57,0.16,2.57
7199.T,2025-07-21,GC,A,93,20,0,15,25,10,8,15,2210,2341,5.9276,20,63.28,0.92,6.73
2243.T,2025-07-14,GC,D,33,20,-15,-5,25,-15,8,15,1989,2065,3.821,20,81.06,0.7,21.05
6835.T,2025-07-20,GC,D,10,0,-15,-15,25,10,-10,15,165,179,8.4848,20,27.59,0.57,3.85
4171.T,2025-07-03,GC,D,0,-10,0,-15,25,-10,-10,15,1327,1398,5.3504,20,33.33,0.99,-0.79
3177.T,2025-07-03,GC,B,73,0,20,-5,25,10,8,15,3425,3330,-2.7737,20,77.42,2.29,4.91
6810.T,2025-07-22,GC,C,45,10,10,-15,25,10,-10,15,1842,2018,9.5548,20,35.32,1.17,3.92
3691.T,2025-07-01,GC,C,53,20,-15,15,25,-15,8,15,1029,1131,9.9125,20,57.74,0.21,30.85
8032.T,2025-07-20,GC,B,78,20,-15,15,25,10,8,15,627,684,9.0909,20,55,0.7,3.71
255A.T,2025-07-27,GC,A,83,10,20,-5,25,10,8,15,3065,3110,1.4682,20,81.82,4.74,7.2
7199.T,2025-07-03,GC,D,0,10,10,-15,15,-10,-10,-10,1991,2319,16.4741,20,43.84,1.4,-2.99
2012.T,2025-07-17,GC,C,48,10,-15,-5,25,10,8,15,217.2,216.2,-0.4604,20,81.48,0.07,3.34
205A.T,2025-07-17,GC,D,33,20,-15,-5,25,-15,8,15,1385,1412,1.9495,20,72.64,0.69,28.19
6366.T,2025-07-03,GC,C,55,10,0,5,25,10,-10,15,337,371,10.089,20,48.1,0.82,2.2
4634.T,2025-07-15,GC,A,83,10,0,15,25,10,8,15,3095,3070,-0.8078,20,68.2,0.91,4.75
9973.T,2025-07-06,GC,C,53,20,-15,15,25,-15,8,15,30,31,3.3333,20,68.57,0.55,61.99
5411.T,2025-07-15,GC,D,23,20,-15,-5,15,10,8,-10,1797,1784,-0.7234,20,75.23,0.53,6.35
6227.T,2025-07-08,GC,B,65,20,0,15,25,0,-10,15,1085,1106.7,2,20,62.68,0.9,14.96
6315.T,2025-07-02,GC,B,78,20,10,15,25,-15,8,15,1929,1904,-1.296,20,63.96,1.01,26.1
269A.T,2025-07-16,GC,D,0,-10,-15,-15,25,10,-10,15,2899,2915,0.5519,20,36.91,0.47,3.82
6016.T,2025-07-10,GC,C,50,20,0,15,25,-15,-10,15,7340,8560,16.6213,20,54.96,0.76,67.98
9003.T,2025-07-09,GC,B,73,20,10,-5,15,10,8,15,2297.5,2493,8.5092,20,82.69,1.13,4.03
3267.T,2025-07-01,GC,C,50,20,-15,15,25,0,-10,15,890,837,-5.9551,20,51.98,0.54,9.98
6050.T,2025-07-17,GC,A,93,20,0,15,25,10,8,15,2194,2013,-8.2498,20,67.03,0.72,6.54
7111.T,2025-07-24,GC,D,35,20,-15,15,25,-15,-10,15,930,900,-3.2258,20,62.07,0.56,26.6
6062.T,2025-07-16,GC,B,75,20,0,15,25,10,-10,15,1315,1111,-15.5133,20,54.8,0.76,4.11
1322.T,2025-07-24,GC,C,48,20,-15,-5,25,0,8,15,9020,9600,6.4302,20,87.47,0.31,9.74
1680.T,2025-07-13,GC,C,48,20,-15,-5,25,0,8,15,6347,6562,3.3874,20,91.93,0.18,9.77
8898.T,2025-07-28,GC,D,0,-20,20,-15,25,10,-10,-10,1108,1114,0.5415,20,42.5,2.99,0.16
2685.T,2025-07-24,GC,B,65,10,0,15,25,10,-10,15,2961,3055,3.1746,20,60.19,0.86,3.41
7224.T,2025-07-14,GC,C,58,20,10,-5,25,-15,8,15,1728,1749,1.2153,20,86.2,1.02,21.5
1675.T,2025-07-06,GC,C,48,20,-15,-5,25,0,8,15,14750,16205,9.8644,20,71.06,0.53,13.31
4337.T,2025-07-15,GC,D,35,-20,10,5,25,10,-10,15,2914,3305,13.418,20,48.37,1.19,5.08
6301.T,2025-07-17,GC,A,93,20,10,15,25,0,8,15,4859,5003,2.9636,20,64.79,1.01,11.46
6433.T,2025-07-31,GC,B,73,20,10,-5,25,0,8,15,445,454,2.0225,20,92.86,1.19,14.76
3434.T,2025-07-21,GC,C,53,20,0,-5,15,0,8,15,1198,1174,-2.0033,20,79.25,0.75,12.27
8045.T,2025-07-23,GC,B,78,20,-15,15,25,10,8,15,1052,1101,4.6578,20,68.35,0.6,6.37
9020.T,2025-07-20,GC,C,50,10,-15,15,25,10,-10,15,3148,3650,15.9466,20,55.17,0.64,1.6
6022.T,2025-07-14,GC,D,35,20,-15,15,25,-15,-10,15,2534,2916,15.075,20,56.29,0.52,29.64
7513.T,2025-07-02,GC,C,48,20,0,-5,25,-15,8,15,1247,1205,-3.3681,20,88.18,0.91,17.67
2762.T,2025-07-08,GC,D,0,-20,-15,-15,25,-10,-10,-10,94,95,1.0638,20,31.25,0.28,-1.91
1853.T,2025-07-16,GC,C,48,0,10,15,15,10,8,-10,302,327,8.2781,20,60,1.18,0.82
6328.T,2025-07-07,GC,C,40,10,10,5,25,10,-10,-10,1780,1965,10.3933,20,49.12,1.45,1.38
5440.T,2025-07-01,GC,A,93,20,0,15,25,10,8,15,2042,2235,9.4515,20,64.47,0.86,5.8
8163.T,2025-07-09,GC,A,93,10,10,15,25,10,8,15,1237,1287,4.042,20,56.32,1.06,3.19
9466.T,2025-07-24,GC,C,48,-20,20,15,25,10,8,-10,252,250,-0.7937,20,57.14,2.34,1.42
8624.T,2025-07-07,GC,D,35,-20,10,5,25,10,-10,15,779,764,-1.9255,20,46.34,1.17,2.06
5921.T,2025-07-07,GC,C,40,0,-15,15,25,10,-10,15,3740,4370,16.8449,20,60.53,0.04,2.26
2454.T,2025-07-14,GC,D,38,10,-15,-5,25,0,8,15,372,390,4.8387,20,84,0.49,8.7
5017.T,2025-07-03,GC,A,80,10,0,15,25,0,15,15,316,344,8.8608,20,61.18,0.84,9.03
248A.T,2025-07-28,GC,D,5,20,-15,-15,25,-15,-10,15,1881,1880,-0.0532,20,33.55,0.47,22.77
2330.T,2025-07-08,GC,D,0,-20,-15,-15,25,10,-10,15,155,195,25.8065,20,32.14,0.39,2.67
2991.T,2025-07-16,GC,B,73,0,0,15,25,10,8,15,600.5,612.5,1.9983,20,60.82,0.97,5.6
3045.T,2025-07-01,GC,C,45,-10,0,15,25,10,-10,15,1390,1459,4.964,20,56.67,0.81,1.9
8030.T,2025-07-01,GC,C,40,10,-15,5,25,10,-10,15,3465,3870,11.6883,20,49.12,0.38,2.95
6136.T,2025-07-24,GC,B,63,20,0,-5,25,0,8,15,1909.5,2026.5,6.1273,20,72.32,0.97,13.7
9973.T,2025-07-10,GC,D,33,20,-15,-5,25,-15,8,15,37,30,-18.9189,20,71.43,0.38,90.33
2055.T,2025-07-08,GC,B,75,10,10,15,25,10,-10,15,316,329,4.1139,20,51.85,1.18,3.87
7997.T,2025-07-30,GC,B,60,20,-15,15,25,10,-10,15,800,883,10.375,20,57.14,0.15,5.74
8836.T,2025-07-01,GC,C,43,20,20,-5,0,-15,8,15,44,43,-2.2727,20,81.82,3.44,33.12
3521.T,2025-07-02,GC,A,93,20,10,15,25,0,8,15,163,162,-0.6135,20,67.74,1.47,8.63
6473.T,2025-07-07,GC,C,58,20,-15,-5,25,10,8,15,1183.5,1330.5,12.4208,20,70.13,0.64,7.53
4502.T,2025-07-29,GC,D,25,-10,10,-15,25,10,-10,15,4286,4391,2.4498,20,42.32,1.01,0.11
3075.T,2025-07-31,GC,A,83,10,20,-5,25,10,8,15,1570,1563,-0.4459,20,86.49,1.56,3.66
4599.T,2025-07-02,GC,D,0,-10,10,-15,25,-10,-10,-10,299,318,6.3545,20,39.18,1.11,-4.72
8713.T,2025-07-22,GC,C,53,10,0,-5,15,10,8,15,1496,1589,6.2166,20,73.87,0.99,3.27
2303.T,2025-07-03,GC,C,45,20,0,-15,25,10,-10,15,1165,1267.5,8.7983,20,39.31,0.84,4.89
2323.T,2025-07-02,GC,A,100,20,20,15,25,0,15,15,154,153,-0.6494,20,57.33,17.35,10.51
3293.T,2025-07-08,GC,D,23,0,-15,15,15,10,8,-10,738,754,2.168,20,60,0.18,0.46
8411.T,2025-07-13,GC,B,65,0,10,15,25,10,-10,15,4054,4706,16.0829,20,64.26,1.36,7.91
4080.T,2025-07-24,GC,D,0,-20,0,-15,25,-10,-10,-10,411,404,-1.7032,20,39.81,0.97,-0.78
7745.T,2025-07-08,GC,D,5,-20,0,-15,25,10,-10,15,1900,2010,5.7895,20,43.75,0.83,3.82
4378.T,2025-07-30,GC,D,38,-20,-15,15,25,10,8,15,585,593,1.3675,20,53.54,0.52,1.5
6384.T,2025-07-29,GC,C,58,0,-15,15,25,10,8,15,1362,1392,2.2026,20,63.01,0.17,1.15
2519.T,2025-07-16,GC,B,73,10,10,-5,25,10,8,15,1104.5,1105,0.0453,20,75.29,1.46,6.19
7241.T,2025-07-29,GC,B,63,20,0,-5,25,0,8,15,825,924,12,20,71.09,0.81,8.25
7525.T,2025-07-08,GC,B,68,10,-15,15,25,10,8,15,3050,3325,9.0164,20,58.92,0.48,3.46
8133.T,2025-07-03,GC,B,75,10,10,15,25,10,-10,15,1745,2006,14.957,20,55.28,1.12,7.04
6273.T,2025-07-03,GC,D,0,-20,10,-15,25,10,-10,-10,51430,52300,1.6916,20,42.24,1.06,0.99
5101.T,2025-07-10,GC,D,33,20,-15,-5,25,-15,8,15,4161,4600,10.5503,20,85.16,0.56,22.51
7762.T,2025-07-10,GC,D,0,-20,0,-15,25,10,-10,-10,846,933,10.2837,20,42.86,1,0.09
5616.T,2025-07-22,GC,D,28,-20,-15,15,25,0,8,15,1190,1205,1.2605,20,58.23,0.19,8.35
7827.T,2025-07-20,GC,A,85,20,10,15,25,10,-10,15,1471,1520,3.3311,20,57.45,1.4,6.68
3802.T,2025-07-31,GC,A,85,10,20,15,25,10,-10,15,482,525,8.9212,20,53.66,1.95,2.69
9067.T,2025-07-31,GC,C,48,20,-15,-5,25,0,8,15,460,575,25,20,73.33,0.68,11.9
4588.T,2025-07-24,GC,D,35,-20,0,15,25,10,-10,15,614,712,15.9609,20,57.84,0.71,4.98
6835.T,2025-07-09,GC,C,50,10,-15,15,25,10,-10,15,173,182,5.2023,20,55.88,0.69,7.51
5384.T,2025-07-03,GC,D,13,20,-15,-5,15,0,8,-10,2032,2263,11.3681,20,71.09,0.52,8.06
4582.T,2025-07-07,GC,D,35,-20,10,5,25,10,-10,15,172,159,-7.5581,20,48,1.11,4.78
6532.T,2025-07-17,GC,B,63,20,10,-5,15,0,8,15,8462,8689,2.6826,20,83.88,1.48,12.08
7636.T,2025-07-01,GC,D,0,-20,0,-15,25,-10,-10,15,801,801,0,20,26.76,0.83,-1.25
7320.T,2025-07-03,GC,D,35,10,0,-15,25,10,-10,15,1593,1778,11.6133,20,36.7,0.95,5.82
6267.T,2025-07-03,GC,C,48,20,-15,-5,25,0,8,15,3070,2910,-5.2117,20,72.41,0.11,8.81
2483.T,2025-07-28,GC,A,100,20,20,15,25,10,8,15,1926,2037,5.7632,20,56.64,1.78,7.54
2300.T,2025-07-08,GC,B,60,20,-15,15,25,10,-10,15,498,497,-0.2008,20,57.69,0.23,3.99
1365.T,2025-07-09,GC,C,50,20,-15,15,25,0,-10,15,1678.4,1779.6,6.0296,20,68.22,0.48,14.08
7077.T,2025-07-08,GC,B,65,10,0,15,25,10,-10,15,1087,1091,0.368,20,55.56,0.81,4.93
1679.T,2025-07-17,GC,A,83,20,10,-5,25,10,8,15,54230,54590,0.6638,20,84.97,1.49,7.84
1911.T,2025-07-07,GC,D,0,10,0,-15,25,-10,-10,-10,1412,1625,15.085,20,44.49,0.73,-0.76
6098.T,2025-07-02,GC,D,18,-20,0,5,25,10,8,-10,8217,9052,10.1619,20,49.75,0.9,1.96
6378.T,2025-07-06,GC,C,40,10,-15,15,25,0,-10,15,883,1069,21.0646,20,50.52,0.52,12.07
9244.T,2025-07-16,GC,A,100,20,20,15,25,0,15,15,837,1210,44.5639,20,62.3,1.65,11.78
2866.T,2025-07-29,GC,C,50,10,-15,15,25,10,-10,15,951,965,1.4721,20,62.12,0.67,4.13
7246.T,2025-07-31,GC,B,63,20,0,-5,25,0,8,15,599,657,9.6828,20,92.16,0.85,9.41
2612.T,2025-07-10,GC,D,23,-10,-15,15,25,10,8,-10,1218.3,1235,1.3708,20,60,0.36,1.02
9271.T,2025-07-03,GC,B,73,-20,20,15,25,10,8,15,454,482,6.1674,20,60,2.6,1.75
9057.T,2025-07-10,GC,C,48,20,-15,-5,25,0,8,15,3110,3140,0.9646,20,79.47,0.16,9.58
2425.T,2025-07-13,GC,C,40,0,10,15,0,10,15,-10,819,778,-5.0061,20,61.7,1.32,1.29
7247.T,2025-07-27,GC,C,53,0,0,-5,25,10,8,15,301,392,30.2326,20,70.83,0.88,4.95
2179.T,2025-07-20,GC,D,35,0,20,-15,15,10,15,-10,768,772,0.5208,20,41.67,2.24,1.2
2258.T,2025-07-10,GC,A,100,10,20,15,25,10,8,15,209.3,211.7,1.1467,20,52.41,1.62,1.71
4116.T,2025-07-07,GC,A,100,10,20,15,25,10,8,15,786.3,867.5,10.3268,20,63.44,1.89,3.8
5644.T,2025-07-17,GC,C,50,20,-15,15,25,0,-10,15,3540,3610,1.9774,20,65.08,0.34,10.85
