symbol,detected_at,signal_type,rank,total_score,score_slope,score_volume,score_rsi,score_hold,score_deviation,score_macd,score_weekly,entry_price,exit_price,return_pct,holding_days,rsi_value,volume_ratio,deviation_pct
8306.T,2025-06-26,GC,C,45,-10,0,15,25,10,-10,15,1976.5,2157,9.1323,20,53.6,0.9,4.2
3371.T,2025-06-12,GC,B,63,20,0,-5,25,0,8,15,2226,2103,-5.5256,20,94.68,0.79,10.98
3010.T,2025-06-22,GC,D,0,-20,-15,-15,25,10,-10,15,202,208,2.9703,20,27.78,0.42,2.55
4022.T,2025-06-03,GC,D,33,20,-15,-5,25,-15,8,15,666,819,22.973,20,76,0.39,20.29
5816.T,2025-06-22,GC,D,25,-20,20,-15,25,10,-10,15,982,998,1.6293,20,42.86,1.52,2.64
6803.T,2025-06-15,GC,D,35,20,0,-15,25,0,-10,15,90,91,1.1111,20,32,0.83,13.14
4992.T,2025-06-30,GC,B,75,20,10,15,25,0,-10,15,1380,1483,7.4638,20,67.12,1.45,8.43
6134.T,2025-06-24,GC,D,33,20,-15,-5,25,-15,8,15,2587,2755.5,6.5133,20,88.61,0.42,18.6
3984.T,2025-06-15,GC,B,75,20,10,15,25,0,-10,15,1873,1820,-2.8297,20,52.72,1.18,9.16
4575.T,2025-06-12,GC,D,0,-20,-15,-15,25,-10,-10,15,957,1012,5.7471,20,10.68,0.68,-5.23
4027.T,2025-06-25,GC,D,0,10,20,-15,0,-10,-10,-10,1286,1308,1.7107,20,36.23,1.73,-3.17
1717.T,2025-06-29,GC,C,55,10,20,-15,25,10,-10,15,951,1039,9.2534,20,40.26,1.92,2.14
6634.T,2025-06-12,GC,A,85,20,20,15,15,10,-10,15,152,144,-5.2632,20,50,1.58,5.81
8361.T,2025-06-04,GC,B,63,20,0,-5,25,0,8,15,2500,2522,0.88,20,73.14,0.71,9.61
3816.T,2025-06-29,GC,B,65,0,10,15,25,10,-10,15,1149,1160,0.9574,20,52.73,1.3,0.55
1658.T,2025-06-04,GC,C,55,20,0,5,15,10,-10,15,2799,2917,4.2158,20,49.06,0.71,3.5
2011.T,2025-06-18,GC,D,10,-20,-15,5,25,10,-10,15,597.8,608.2,1.7397,20,48.71,0.23,2.27
7888.T,2025-06-26,GC,C,48,10,20,-5,15,10,8,-10,650,790,21.5385,20,82.09,1.6,5.9
7851.T,2025-06-26,GC,D,20,-20,-15,15,25,10,-10,15,246,250,1.626,20,50,0.5,1.32
7326.T,2025-06-10,GC,B,63,20,0,-5,25,0,8,15,1276,1356,6.2696,20,80.92,0.71,12.94
7224.T,2025-06-17,GC,B,63,20,0,-5,25,0,8,15,1496,1723,15.1738,20,81.07,0.9,8.26
1557.T,2025-06-16,GC,A,85,20,10,15,25,10,-10,15,86320,91470,5.9662,20,59.18,1.4,4.32
3402.T,2025-06-26,GC,D,0,-20,0,5,25,-10,-10,-10,973.6,1018,4.5604,20,49.41,0.89,-0.05
7102.T,2025-06-12,GC,C,50,10,-15,15,25,10,-10,15,2058,2063,0.243,20,52,0.7,0.57
3607.T,2025-06-15,GC,B,75,20,0,15,25,10,-10,15,337,365,8.3086,20,62.5,0.72,5.75
6929.T,2025-06-15,GC,B,75,20,10,5,25,10,-10,15,2830,2972,5.0177,20,48.67,1.44,1.84
1979.T,2025-06-26,GC,B,63,20,0,-5,25,0,8,15,2579,2690,4.304,20,73.03,0.72,9.34
3892.T,2025-06-23,GC,C,55,-20,20,15,25,10,-10,15,1445,1420,-1.7301,20,51.75,3.02,0.69
6543.T,2025-06-25,GC,A,100,10,20,15,25,10,8,15,697,1219,74.8924,20,65.71,3.19,3.73
3177.T,2025-06-26,GC,C,50,10,-15,15,25,10,-10,15,3380,3340,-1.1834,20,64,0.38,4.2
9565.T,2025-06-09,GC,D,0,0,-15,5,15,-10,8,-10,990,967,-2.3232,20,46.67,0.2,-0.32
4323.T,2025-06-05,GC,B,73,0,0,15,25,10,8,15,1897,1848,-2.583,20,56.97,0.76,2.26
7374.T,2025-06-19,GC,B,78,20,-15,15,25,10,8,15,1565,1545,-1.278,20,68.42,0.41,5.69
9325.T,2025-06-24,GC,D,35,20,-15,15,25,-15,-10,15,1169,1133,-3.0796,20,54.58,0.57,16.72
8015.T,2025-06-15,GC,B,65,10,20,5,25,0,-10,15,2999.5,3225,7.5179,20,48.58,1.77,9.13
4687.T,2025-06-16,GC,A,93,20,0,15,25,10,8,15,1378,1289,-6.4586,20,60.57,0.79,7.67
9233.T,2025-06-26,GC,B,75,10,10,15,25,10,-10,15,1129,1179,4.4287,20,54.78,1.1,1.3
9327.T,2025-06-17,GC,C,58,20,10,-5,25,-15,8,15,381,401,5.2493,20,82.98,1.35,38.01
1681.T,2025-06-11,GC,B,78,20,-15,15,25,10,8,15,2182,2252,3.2081,20,65.64,0.67,7.04
4732.T,2025-06-09,GC,B,65,20,0,15,25,0,-10,15,1581,1612,1.9608,20,65.38,0.8,9.83
5243.T,2025-06-10,GC,D,35,-20,10,15,15,10,15,-10,1660,1499,-9.6988,20,58.52,1.08,6.31
7383.T,2025-06-24,GC,D,33,20,-15,-5,25,-15,8,15,582,718,23.3677,20,70.21,0.5,22.89
7490.T,2025-06-29,GC,D,30,0,-15,15,25,0,-10,15,1015,1136,11.9212,20,56.43,0.43,10.04
7078.T,2025-06-16,GC,D,20,10,-15,-15,25,10,-10,15,502,549,9.3625,20,43.08,0.17,3.11
4395.T,2025-06-12,GC,B,70,-20,20,15,25,0,15,15,908,900,-0.8811,20,67.89,16.64,11.39
6023.T,2025-06-19,GC,B,65,20,0,15,25,0,-10,15,1917,2244,17.0579,20,55.41,0.89,8.13
6247.T,2025-06-04,GC,B,68,20,20,-5,25,-15,8,15,1429,1367,-4.3387,20,81.34,1.72,35.35
7374.T,2025-06-09,GC,A,90,10,20,-5,25,10,15,15,1555,1543,-0.7717,20,73.65,5.9,5.59
6062.T,2025-06-29,GC,A,93,20,10,15,15,10,8,15,1296,1299,0.2315,20,60.89,1.1,3.11
7279.T,2025-06-29,GC,B,75,20,0,15,25,-15,15,15,2041,2487,21.852,20,58.37,0.98,28.21
3481.T,2025-06-05,GC,C,48,-10,-15,15,25,10,8,15,117500,119400,1.617,20,52.7,0.66,1.3
9355.T,2025-06-22,GC,B,68,10,10,15,0,10,8,15,1800,1773,-1.5,20,67.28,1.09,5.28
5572.T,2025-06-18,GC,D,30,20,-15,-15,25,10,-10,15,2908,2502,-13.9615,20,40.81,0.56,6.24
9780.T,2025-06-10,GC,A,100,20,20,15,25,10,8,15,761,830,9.067,20,69.18,1.93,7.72
1972.T,2025-06-10,GC,C,50,10,-15,15,25,10,-10,15,1200,1318,9.8333,20,54.05,0.34,3.86
8065.T,2025-06-18,GC,D,10,-20,-15,5,25,10,-10,15,1496,1537,2.7406,20,48.54,0.37,1.57
8066.T,2025-06-24,GC,A,85,20,20,5,25,10,-10,15,2109,2317,9.8625,20,46.6,3.3,5.87
223A.T,2025-06-12,GC,A,83,20,0,15,25,0,8,15,1082,1148,6.0998,20,62.09,0.92,8.35
3774.T,2025-06-15,GC,B,78,20,-15,15,25,10,8,15,2825,2689,-4.8142,20,64.89,0.65,6.67
7409.T,2025-06-04,GC,C,43,20,20,-5,0,-15,8,15,944.7,933.7,-1.1644,20,79.99,1.66,30.94
6086.T,2025-06-17,GC,C,48,20,-15,-5,25,0,8,15,894,1030,15.2125,20,87.57,0.33,14.26
6176.T,2025-06-23,GC,A,100,20,20,15,25,0,8,15,684,744,8.7719,20,69.01,5.13,14.17
3998.T,2025-06-05,GC,D,38,0,10,-5,25,10,8,-10,363,344,-5.2342,20,71.43,1.39,2.94
2479.T,2025-06-16,GC,C,50,10,-15,15,25,10,-10,15,254,250,-1.5748,20,55.77,0.33,3.88
6185.T,2025-06-30,GC,D,0,-20,0,-15,25,-10,-10,15,412,428,3.8835,20,26.74,0.86,-0.6
6634.T,2025-06-18,GC,B,75,20,10,5,25,10,-10,15,149,140,-6.0403,20,47.22,1.09,4.36
9955.T,2025-06-23,GC,B,73,20,0,-5,25,10,8,15,2283,2363,3.5042,20,72.08,0.93,5.46
6071.T,2025-06-30,GC,C,50,20,0,15,25,-15,-10,15,855,860,0.5848,20,64.08,0.77,19.42
9735.T,2025-06-11,GC,C,45,-10,0,15,25,10,-10,15,5359,5274,-1.5861,20,51.93,0.72,2.34
7844.T,2025-06-18,GC,B,68,20,-15,15,15,10,8,15,512,512,0,20,69.03,0.35,7.39
9682.T,2025-06-03,GC,D,30,20,0,-5,25,-15,-10,15,1245,1285,3.2129,20,80.3,0.98,16.18
6777.T,2025-06-18,GC,A,83,20,10,15,15,0,8,15,5350,5630,5.2336,20,61.83,1.17,14.69
3004.T,2025-06-15,GC,B,65,20,20,-15,25,10,-10,15,1735,1891,8.9914,20,43.75,2.36,3.69
1783.T,2025-06-25,GC,B,73,20,20,-5,15,0,8,15,48,61,27.0833,20,77.78,7.32,12.43
142A.T,2025-06-12,GC,D,30,20,-15,-15,25,10,-10,15,579,591,2.0725,20,40.65,0.62,4.42
3562.T,2025-06-22,GC,D,35,10,0,-15,25,10,-10,15,1997,2097,5.0075,20,42.45,0.9,6.42
2250.T,2025-06-30,GC,A,100,10,20,15,25,10,15,15,254,259.1,2.0079,20,62.56,2.18,5.78
262A.T,2025-06-08,GC,B,65,20,20,-15,25,10,-10,15,1808,1761,-2.5996,20,25,2.61,2.52
8609.T,2025-06-29,GC,D,25,0,0,-15,25,10,-10,15,672,711,5.8036,20,43.42,0.93,2.73
1557.T,2025-06-26,GC,B,68,10,-15,15,25,10,8,15,87950,93430,6.2308,20,64.55,0.39,6.36
9368.T,2025-06-26,GC,D,0,10,-15,-15,15,-10,-10,15,786,835,6.2341,20,41.94,0.7,-0.08
9986.T,2025-06-05,GC,A,80,0,10,5,25,10,15,15,2451,2430,-0.8568,20,47.44,1.14,1.45
2983.T,2025-06-29,GC,C,53,20,-15,15,25,-15,8,15,862.5,890.5,3.2464,20,69.13,0.31,17.31
7481.T,2025-06-26,GC,B,78,20,-15,15,25,10,8,15,2131,2150,0.8916,20,69.95,0.48,6.42
6998.T,2025-06-15,GC,B,73,10,10,-5,25,10,8,15,1236,1247,0.89,20,88.46,1.13,3.43
6239.T,2025-06-30,GC,D,20,10,-15,-15,25,10,-10,15,1355,1414,4.3542,20,41.53,0.66,4.87
